current_year,ytd_current,ytd_prior,ly_full_year,ltd_total,ytd_target,target_growth_pct,actual_growth_pct,on_track,months_elapsed
2026,1794263.62,1845319.8800000001,5535959.640000001,83519509.33,1974492.2716000003,7.0,-2.77,False,4
