account_id,ltd_sales,ytd_sales,ly_sales,ytd_remake,product_lines,yoy_growth_pct,remake_rate_pct
DUYTRAPL,3406.98,0.0,0.0,0.0,2,0.0,0.0
PPKENMAR,3406.37,0.0,0.0,0.0,4,0.0,0.0
SUHINE,3401.69,3401.69,0.0,0.0,3,0.0,0.0
ENAHORBF,3400.75,0.0,0.0,0.0,7,0.0,0.0
BERASH,3400.25,0.0,0.0,0.0,4,0.0,0.0
ROBCUR,3399.75,0.0,0.0,0.0,5,0.0,0.0
PRILOREVA,3398.37,0.0,0.0,0.0,5,0.0,0.0
BAGNAN,3388.5,0.0,0.0,0.0,4,0.0,0.0
SHEATMNV,3377.57,0.0,3377.57,0.0,5,-100.0,0.0
PETKYL,3373.5,0.0,0.0,0.0,2,0.0,0.0
BISDAVLOM,3370.83,0.0,0.0,0.0,6,0.0,0.0
JONTREW,3357.8,0.0,0.0,0.0,6,0.0,0.0
MANMARMIL,3355.9,0.0,0.0,0.0,3,0.0,0.0
SHIDOU,3343.5,0.0,0.0,0.0,6,0.0,0.0
MILMARC,3334.5,0.0,0.0,0.0,4,0.0,0.0
CUBTOD,3334.0,0.0,0.0,0.0,4,0.0,0.0
GORSTE,3333.98,0.0,0.0,0.0,4,0.0,0.0
TOLLAWB,3330.1,0.0,0.0,0.0,5,0.0,0.0
SOHMUHHW,3326.1,890.97,1935.92,0.0,5,-54.0,0.0
OBRKER,3325.5,0.0,0.0,0.0,3,0.0,0.0
WORJOH,3319.0,0.0,0.0,0.0,7,0.0,0.0
GIAJOH,3317.99,0.0,0.0,0.0,4,0.0,0.0
BULCHR,3303.9700000000003,0.0,0.0,0.0,5,0.0,0.0
KASMARWILM,3299.3,0.0,0.0,0.0,4,0.0,0.0
GORLAU,3289.0,0.0,0.0,0.0,4,0.0,0.0
KAMSHW,3280.44,0.0,0.0,0.0,4,0.0,0.0
ZAITAB,3274.0,0.0,0.0,0.0,4,0.0,0.0
BISDAVWC,3271.12,0.0,0.0,0.0,5,0.0,0.0
LUNTRI,3270.0,0.0,0.0,0.0,6,0.0,0.0
MONJAS,3268.05,0.0,0.0,0.0,5,0.0,0.0
MITLEE,3263.5,0.0,0.0,0.0,3,0.0,0.0
WYSAND,3261.0,0.0,0.0,0.0,7,0.0,0.0
SANHAR,3253.09,0.0,0.0,0.0,6,0.0,0.0
DERFRA,3252.0,0.0,0.0,0.0,4,0.0,0.0
BRAMICNAP,3250.99,0.0,0.0,0.0,3,0.0,0.0
HAMJAM,3250.0,0.0,0.0,0.0,2,0.0,0.0
ROYSUS,3250.0,0.0,0.0,0.0,3,0.0,0.0
BARRAV,3249.83,0.0,0.0,0.0,7,0.0,0.0
BOVJOHW,3243.7799999999997,0.0,0.0,0.0,4,0.0,0.0
MANTHOCH,3241.5,0.0,0.0,0.0,6,0.0,0.0
KOSEWA,3236.0,0.0,0.0,0.0,5,0.0,0.0
WHIRAY,3230.0,0.0,0.0,0.0,3,0.0,0.0
KIRKEN,3223.0,0.0,0.0,0.0,4,0.0,0.0
PAVAAR,3220.75,0.0,0.0,0.0,3,0.0,0.0
KIRJEF,3220.5,0.0,0.0,0.0,4,0.0,0.0
DAKTHOM,3220.38,0.0,0.0,0.0,3,0.0,0.0
SPILAR,3219.5,0.0,0.0,0.0,3,0.0,0.0
ROEUGE,3216.86,0.0,0.0,0.0,5,0.0,0.0
MURTHO,3214.5,0.0,0.0,0.0,4,0.0,0.0
HUDJAM,3211.75,0.0,0.0,0.0,5,0.0,0.0
BOIMAR,3211.0,0.0,0.0,0.0,2,0.0,0.0
CANMICMON,3195.9300000000003,0.0,0.0,0.0,6,0.0,0.0
ROGBRA,3190.0,0.0,0.0,0.0,3,0.0,0.0
CHEMIC,3187.5,0.0,0.0,0.0,6,0.0,0.0
SINPAUYV,3187.05,0.0,0.0,0.0,6,0.0,0.0
CHEJEN,3182.26,0.0,0.0,0.0,5,0.0,0.0
RANJOH,3178.5,0.0,0.0,0.0,3,0.0,0.0
LUESPO,3169.5,0.0,0.0,0.0,4,0.0,0.0
BERJEFW,3156.7,0.0,0.0,0.0,5,0.0,0.0
DARRITCG,3156.5,0.0,0.0,0.0,3,0.0,0.0
FAIMAT,3153.0,0.0,0.0,0.0,3,0.0,0.0
ROSPER,3153.0,0.0,0.0,0.0,3,0.0,0.0
JACMIC,3150.0,0.0,0.0,0.0,4,0.0,0.0
GRECHA,3148.0,0.0,0.0,0.0,4,0.0,0.0
GUPKAV,3140.0,0.0,0.0,0.0,4,0.0,0.0
MICMAR,3139.5,0.0,0.0,0.0,4,0.0,0.0
MAKJOS,3135.5,0.0,0.0,0.0,5,0.0,0.0
MURBRA,3132.0,0.0,0.0,0.0,3,0.0,0.0
GOYRINCHI,3115.7400000000002,0.0,3115.7400000000002,0.0,4,-100.0,0.0
JURMAR,3115.5699999999997,0.0,0.0,0.0,5,0.0,0.0
MATFEL,3109.5,0.0,0.0,0.0,3,0.0,0.0
RYAROBMP,3107.31,0.0,0.0,0.0,6,0.0,0.0
ROSHAR,3099.0,0.0,0.0,0.0,3,0.0,0.0
PARAYE,3096.95,0.0,0.0,0.0,4,0.0,0.0
REPJOS,3093.0,0.0,0.0,0.0,3,0.0,0.0
HAYWIL,3090.98,0.0,0.0,0.0,3,0.0,0.0
TADSIMFL,3076.83,1708.85,1367.98,105.99,7,24.9,6.2
WUZIJI,3076.81,0.0,0.0,0.0,5,0.0,0.0
ROSRIC,3075.5,0.0,0.0,0.0,4,0.0,0.0
ZAJJAM,3066.2,0.0,0.0,0.0,5,0.0,0.0
SPIANT,3061.0,0.0,1055.0,0.0,7,-100.0,0.0
DAZMEL,3055.23,0.0,0.0,0.0,6,0.0,0.0
REYEANN,3038.5,0.0,0.0,0.0,5,0.0,0.0
AMAJOS,3024.0,0.0,0.0,0.0,2,0.0,0.0
ABUAHM,3022.84,0.0,0.0,0.0,4,0.0,0.0
SWADON,3012.5,0.0,0.0,0.0,3,0.0,0.0
STIRIC,3004.9700000000003,0.0,0.0,0.0,2,0.0,0.0
EDGJOH,2999.0,0.0,0.0,0.0,3,0.0,0.0
BHOJAV,2997.75,0.0,0.0,0.0,6,0.0,0.0
GUEJOH,2997.4700000000003,0.0,0.0,0.0,5,0.0,0.0
AMIMAL2,2995.48,0.0,0.0,0.0,6,0.0,0.0
HAMMATLA,2983.73,250.25,1971.23,0.0,5,-87.3,0.0
HERJAC,2968.3,0.0,0.0,0.0,4,0.0,0.0
HOLRIC,2959.34,0.0,0.0,0.0,5,0.0,0.0
GIEMEL,2958.5,0.0,0.0,0.0,5,0.0,0.0
SAFTARMU,2955.2200000000003,224.96,2730.26,0.0,4,-91.8,0.0
LIEROB,2954.5,0.0,0.0,0.0,2,0.0,0.0
MIKTHO,2954.5,0.0,0.0,0.0,5,0.0,0.0
KOVMAR,2951.0,0.0,0.0,0.0,7,0.0,0.0
CHOCHRELM,2948.98,0.0,0.0,0.0,5,0.0,0.0
HAMLIN,2948.17,0.0,0.0,0.0,7,0.0,0.0
HYDMAR,2936.96,0.0,0.0,0.0,6,0.0,0.0
MCNROB,2933.5,0.0,0.0,0.0,6,0.0,0.0
WARMEL,2932.0,0.0,0.0,0.0,3,0.0,0.0
SMIJAMI,2928.84,0.0,0.0,0.0,3,0.0,0.0
YOUSANCH,2926.14,0.0,0.0,0.0,5,0.0,0.0
FOLDAN,2917.5,0.0,0.0,0.0,7,0.0,0.0
MANMATNV,2907.4700000000003,0.0,0.0,0.0,2,0.0,0.0
MOOJOHBOU,2902.5,0.0,0.0,0.0,4,0.0,0.0
GOGAUR,2895.5,0.0,0.0,0.0,6,0.0,0.0
HARANICDAR,2892.0,0.0,0.0,0.0,5,0.0,0.0
MARSTE,2884.99,0.0,0.0,0.0,3,0.0,0.0
VICHEN,2882.3,0.0,0.0,0.0,7,0.0,0.0
MARJEAPF,2880.32,0.0,0.0,0.0,5,0.0,0.0
PATCHAMO,2868.0,0.0,0.0,0.0,3,0.0,0.0
SALNATRV,2866.41,0.0,0.0,0.0,5,0.0,0.0
SWAVAL,2856.5,0.0,0.0,0.0,6,0.0,0.0
KLEGRE,2850.64,0.0,0.0,0.0,4,0.0,0.0
SUKPHI,2850.0,0.0,0.0,0.0,4,0.0,0.0
BURMARMD,2847.0,0.0,0.0,0.0,4,0.0,0.0
CARDAV,2840.0,0.0,0.0,0.0,5,0.0,0.0
GUTPET,2840.0,0.0,0.0,0.0,2,0.0,0.0
KHASAMNA,2826.27,2826.27,0.0,0.0,7,0.0,0.0
COUWIL,2824.75,0.0,0.0,0.0,7,0.0,0.0
KONKEV,2824.2,2350.22,473.98,129.0,4,395.8,5.49
PATJIG,2821.3,0.0,0.0,0.0,4,0.0,0.0
SHECARFL,2818.5,0.0,0.0,0.0,2,0.0,0.0
IBARAN,2814.89,0.0,0.0,0.0,5,0.0,0.0
SHADIP,2808.34,0.0,0.0,0.0,3,0.0,0.0
MCDTHOCH1,2804.02,0.0,0.0,0.0,5,0.0,0.0
JAANAJ,2786.0,0.0,0.0,0.0,3,0.0,0.0
JAIGUNOP,2784.0,0.0,0.0,0.0,4,0.0,0.0
DUGSWE,2783.31,0.0,0.0,0.0,4,0.0,0.0
MCMSUS,2782.45,0.0,0.0,0.0,5,0.0,0.0
PATNIT,2777.25,0.0,0.0,0.0,4,0.0,0.0
SANHAZ,2771.92,234.0,156.0,0.0,4,50.0,0.0
MCDJASCH,2757.0,0.0,0.0,0.0,5,0.0,0.0
AMIMUT,2753.37,0.0,0.0,0.0,3,0.0,0.0
ADA,2745.0,0.0,0.0,0.0,3,0.0,0.0
HASJOSGV,2732.0,0.0,2732.0,0.0,5,-100.0,0.0
BEADEB,2727.65,0.0,0.0,0.0,7,0.0,0.0
OKENAN,2727.5,0.0,0.0,0.0,6,0.0,0.0
MITMICV,2726.08,0.0,0.0,0.0,4,0.0,0.0
STROBDAN,2723.5699999999997,0.0,0.0,0.0,4,0.0,0.0
ROSBRI,2722.5,0.0,0.0,0.0,6,0.0,0.0
JOHGEO,2722.0,0.0,0.0,0.0,6,0.0,0.0
ADAJAC,2715.16,0.0,0.0,0.0,5,0.0,0.0
MANPHI,2705.96,267.0,2438.96,267.0,4,-89.1,100.0
WELJOS,2705.89,0.0,0.0,0.0,4,0.0,0.0
PATROB,2693.0,0.0,0.0,0.0,3,0.0,0.0
PANMIC,2683.66,0.0,0.0,0.0,3,0.0,0.0
SENADE,2675.8199999999997,0.0,0.0,0.0,3,0.0,0.0
STIRAN,2671.99,0.0,0.0,0.0,2,0.0,0.0
RUZNAT,2663.71,0.0,0.0,0.0,2,0.0,0.0
LYNCHGER,2662.5,0.0,0.0,0.0,3,0.0,0.0
KOPKEV,2650.0,0.0,0.0,0.0,2,0.0,0.0
WHIJAC,2643.5,0.0,0.0,0.0,6,0.0,0.0
MANJONTR,2636.15,0.0,2213.18,0.0,4,-100.0,0.0
NEIJON,2621.21,0.0,0.0,0.0,5,0.0,0.0
PISSUS,2610.0,0.0,0.0,0.0,4,0.0,0.0
RASRUS,2605.5,0.0,0.0,0.0,4,0.0,0.0
MOOTAT,2601.8900000000003,417.0,2007.89,139.0,3,-79.2,33.33
ISACHR,2599.5,0.0,0.0,0.0,3,0.0,0.0
MARJAC,2597.0,0.0,0.0,0.0,3,0.0,0.0
WOLDAV,2596.49,0.0,0.0,0.0,3,0.0,0.0
KATSTE,2591.98,0.0,0.0,0.0,3,0.0,0.0
BAEKATCHI,2591.4300000000003,0.0,0.0,0.0,3,0.0,0.0
VARLUI,2589.5,0.0,0.0,0.0,2,0.0,0.0
HUTCHR,2589.0,0.0,0.0,0.0,5,0.0,0.0
NUNSAR,2585.5,0.0,0.0,0.0,5,0.0,0.0
YOUEHACH,2579.14,0.0,0.0,0.0,3,0.0,0.0
CARSTE,2573.0,0.0,0.0,0.0,2,0.0,0.0
GRIJOE,2569.8199999999997,1475.85,1093.97,0.0,3,34.9,0.0
MINMIC,2567.99,649.0,1120.99,0.0,3,-42.1,0.0
ROBABR,2567.9700000000003,0.0,1597.98,0.0,4,-100.0,0.0
JANALA,2567.3,0.0,0.0,0.0,5,0.0,0.0
MCMSUSPP,2560.72,0.0,0.0,0.0,5,0.0,0.0
RICEDER,2558.5,0.0,0.0,0.0,4,0.0,0.0
KOUMOH,2557.0,0.0,0.0,0.0,2,0.0,0.0
KURROB,2554.45,0.0,0.0,0.0,3,0.0,0.0
KAMFAR,2554.24,0.0,0.0,0.0,4,0.0,0.0
SCHEAR,2541.43,0.0,0.0,0.0,4,0.0,0.0
OSOCLA,2527.5,0.0,0.0,0.0,6,0.0,0.0
JOBSEJ,2521.5,0.0,0.0,0.0,3,0.0,0.0
GOLSTE,2520.0,0.0,0.0,0.0,3,0.0,0.0
BOUANIELM,2515.94,0.0,0.0,0.0,6,0.0,0.0
MOYERI,2506.0,0.0,0.0,0.0,2,0.0,0.0
AKHJOS,2499.5,0.0,0.0,0.0,5,0.0,0.0
WEBDEN,2496.9,0.0,0.0,0.0,3,0.0,0.0
BELCARHW,2493.24,0.0,0.0,0.0,5,0.0,0.0
COSERN,2475.14,0.0,0.0,0.0,5,0.0,0.0
KIMELI,2474.8500000000004,0.0,2474.8500000000004,0.0,2,-100.0,0.0
PAAALI,2467.0,0.0,0.0,0.0,4,0.0,0.0
JANJO,2461.35,0.0,0.0,0.0,7,0.0,0.0
SAMJAC2ND,2458.96,0.0,0.0,0.0,5,0.0,0.0
HANTYL,2455.03,0.0,0.0,0.0,3,0.0,0.0
MERSEA,2443.5,0.0,0.0,0.0,3,0.0,0.0
MELHEL,2442.9700000000003,10.0,1364.0,0.0,4,-99.3,0.0
PINMICH,2434.91,0.0,0.0,0.0,4,0.0,0.0
FEIALLY,2431.41,0.0,0.0,0.0,3,0.0,0.0
NIXDEN,2424.94,756.98,0.0,0.0,4,0.0,0.0
GEDWAY,2423.9300000000003,0.0,0.0,0.0,5,0.0,0.0
PANVAS,2423.06,0.0,0.0,0.0,6,0.0,0.0
TOPMYR,2416.5,0.0,0.0,0.0,2,0.0,0.0
WINADASAN,2406.9,0.0,0.0,0.0,5,0.0,0.0
MURPET,2393.4700000000003,0.0,0.0,0.0,5,0.0,0.0
LEVVAL,2384.98,0.0,1661.0,0.0,6,-100.0,0.0
HRUHEALF,2384.1800000000003,163.99,1035.94,0.0,6,-84.2,0.0
WHISCO,2382.99,0.0,0.0,0.0,3,0.0,0.0
KAPRYA,2379.5,0.0,0.0,0.0,5,0.0,0.0
MACHAR,2376.75,0.0,0.0,0.0,5,0.0,0.0
ROMGENCH,2376.5,0.0,0.0,0.0,2,0.0,0.0
NEAPHI,2375.0,0.0,0.0,0.0,4,0.0,0.0
RUDOLIHE,2369.99,0.0,0.0,0.0,3,0.0,0.0
MUSTHOM,2363.9300000000003,0.0,0.0,0.0,3,0.0,0.0
FARMIC,2358.5,0.0,0.0,0.0,2,0.0,0.0
KENTAY,2358.5,0.0,0.0,0.0,3,0.0,0.0
TAGLOUEP,2358.5,0.0,0.0,0.0,3,0.0,0.0
FULKALKEN,2355.98,0.0,0.0,0.0,2,0.0,0.0
FANDAN,2355.5,0.0,0.0,0.0,5,0.0,0.0
SMIDAVDG,2352.23,0.0,0.0,0.0,3,0.0,0.0
CHADAV,2350.3,0.0,0.0,0.0,6,0.0,0.0
KOUANDPP,2341.95,0.0,255.99,0.0,4,-100.0,0.0
GRITARFL,2333.0,0.0,0.0,0.0,3,0.0,0.0
PRUHEN,2326.0,0.0,0.0,0.0,2,0.0,0.0
BUITHA,2323.95,0.0,0.0,0.0,3,0.0,0.0
BRAPAT,2315.7200000000003,0.0,0.0,0.0,4,0.0,0.0
SCHLAUCH,2312.5,0.0,0.0,0.0,3,0.0,0.0
WADTAM,2309.0,0.0,0.0,0.0,4,0.0,0.0
NOWAND,2305.83,0.0,0.0,0.0,3,0.0,0.0
SAMARI,2290.96,0.0,0.0,0.0,4,0.0,0.0
DARKAR,2288.0,0.0,0.0,0.0,4,0.0,0.0
DAVJUL,2284.93,0.0,283.97,0.0,3,-100.0,0.0
BAILAY,2283.41,0.0,0.0,0.0,6,0.0,0.0
WURMIK,2282.0,0.0,0.0,0.0,4,0.0,0.0
STEKAR,2281.48,0.0,0.0,0.0,1,0.0,0.0
DORCHR,2280.24,0.0,0.0,0.0,5,0.0,0.0
RAGAAR,2270.13,0.0,0.0,0.0,4,0.0,0.0
DEFERI,2269.7200000000003,0.0,0.0,0.0,7,0.0,0.0
MAZANNOP,2266.5,0.0,0.0,0.0,3,0.0,0.0
KANSAM,2263.98,0.0,2263.98,0.0,3,-100.0,0.0
SCHKEV,2259.0,0.0,0.0,0.0,5,0.0,0.0
SABANA,2251.84,1452.8600000000001,798.98,205.98,5,81.8,14.18
GALAND,2246.0,0.0,0.0,0.0,3,0.0,0.0
SACMIC,2244.0,0.0,0.0,0.0,6,0.0,0.0
YUNSAM,2242.92,0.0,0.0,0.0,2,0.0,0.0
AFGNAD,2242.5,0.0,0.0,0.0,3,0.0,0.0
COLMIC,2236.83,0.0,437.94,0.0,3,-100.0,0.0
ZELSUS,2230.11,0.0,0.0,0.0,4,0.0,0.0
KUSKAT,2223.1,0.0,0.0,0.0,4,0.0,0.0
ABDGHA,2222.98,0.0,1471.98,0.0,3,-100.0,0.0
LAWMUR,2221.19,100.0,612.0,0.0,4,-83.7,0.0
NORMAR,2218.5,0.0,0.0,0.0,4,0.0,0.0
HUBREB,2218.0,0.0,0.0,0.0,2,0.0,0.0
MONFRAVA,2214.73,0.0,2214.73,0.0,3,-100.0,0.0
MOLALA,2214.5,0.0,0.0,0.0,4,0.0,0.0
CZAMAR,2211.97,0.0,0.0,0.0,5,0.0,0.0
MURMAR,2211.0,0.0,89.0,0.0,6,-100.0,0.0
SHUPUNMP,2206.5,0.0,0.0,0.0,2,0.0,0.0
MARHUG,2206.25,0.0,0.0,0.0,6,0.0,0.0
KLUANGFL,2205.88,1327.91,877.97,285.99,7,51.2,21.54
ANKSHA,2204.98,2204.98,0.0,0.0,3,0.0,0.0
SANBRA,2196.0,2196.0,0.0,0.0,1,0.0,0.0
NEGMAT,2195.25,0.0,0.0,0.0,4,0.0,0.0
SCHILAUR,2182.48,0.0,0.0,0.0,4,0.0,0.0
JINLIN,2176.85,0.0,0.0,0.0,3,0.0,0.0
PAGGRE,2176.75,0.0,0.0,0.0,3,0.0,0.0
STUMGRE,2175.5,0.0,0.0,0.0,4,0.0,0.0
COURYN,2173.5,0.0,0.0,0.0,2,0.0,0.0
GORDAVP,2173.0,0.0,0.0,0.0,2,0.0,0.0
OSHCHA,2170.99,0.0,0.0,0.0,3,0.0,0.0
STEROK,2169.26,1184.88,984.3800000000001,229.98,5,20.4,19.41
HAMMATB,2156.2200000000003,0.0,0.0,0.0,4,0.0,0.0
MORSTE,2150.63,0.0,0.0,0.0,4,0.0,0.0
ZAITABCH,2150.0,0.0,0.0,0.0,3,0.0,0.0
ROWCOR,2150.0,0.0,0.0,0.0,5,0.0,0.0
SAHSUN,2149.96,0.0,0.0,0.0,4,0.0,0.0
ARASAL,2141.0,0.0,0.0,0.0,4,0.0,0.0
RAPMAR,2132.0,0.0,0.0,0.0,5,0.0,0.0
ROMGIU,2130.99,0.0,0.0,0.0,6,0.0,0.0
LAWNCHRHL,2128.0,0.0,0.0,0.0,4,0.0,0.0
KIRMAN,2120.7799999999997,0.0,0.0,0.0,3,0.0,0.0
BAPJOELAG,2114.0,0.0,1516.0,0.0,1,-100.0,0.0
ZAUELIAUR,2107.1099999999997,0.0,0.0,0.0,3,0.0,0.0
ANGPAT,2100.0,0.0,0.0,0.0,5,0.0,0.0
VILGILSCH,2096.6,0.0,0.0,0.0,4,0.0,0.0
FULDAV,2085.4300000000003,0.0,0.0,0.0,3,0.0,0.0
GREKENVP,2084.0,0.0,0.0,0.0,3,0.0,0.0
SCHLAU,2083.75,0.0,0.0,0.0,4,0.0,0.0
RAJNEH,2079.49,0.0,0.0,0.0,4,0.0,0.0
BERDAN,2073.0,0.0,0.0,0.0,3,0.0,0.0
SAEAZA,2072.0,0.0,0.0,0.0,3,0.0,0.0
THOCAR,2066.0,0.0,0.0,0.0,3,0.0,0.0
LALLAU,2058.5,0.0,0.0,0.0,3,0.0,0.0
WODTHO,2054.0,0.0,0.0,0.0,4,0.0,0.0
STETODRF,2053.0,0.0,0.0,0.0,4,0.0,0.0
HILEMISB,2051.25,0.0,0.0,0.0,4,0.0,0.0
SOHMUH,2049.5,0.0,0.0,0.0,3,0.0,0.0
PARAAR,2049.14,0.0,0.0,0.0,4,0.0,0.0
DAVROBFR,2044.99,0.0,0.0,0.0,3,0.0,0.0
SCHEGOWA,2043.47,0.0,0.0,0.0,4,0.0,0.0
BELDAV,2041.03,0.0,0.0,0.0,5,0.0,0.0
GUPJAR,2039.5,0.0,0.0,0.0,4,0.0,0.0
STRGRE,2032.3,0.0,0.0,0.0,4,0.0,0.0
BARAVI,2028.0,0.0,0.0,0.0,3,0.0,0.0
NICDEANAH,2026.0,0.0,0.0,0.0,4,0.0,0.0
GRAVICPR,2025.87,0.0,0.0,0.0,5,0.0,0.0
HERNANZACH,2024.3,0.0,0.0,0.0,4,0.0,0.0
MUNALE,2020.77,0.0,1279.87,0.0,4,-100.0,0.0
SCHAST,2011.0,0.0,0.0,0.0,3,0.0,0.0
RICJOS,2008.75,0.0,0.0,0.0,4,0.0,0.0
MITJAM,2006.5,0.0,0.0,0.0,4,0.0,0.0
VLKSCO,2005.47,0.0,0.0,0.0,4,0.0,0.0
DIFLIN,2002.5,0.0,0.0,0.0,5,0.0,0.0
RAGSAMMIC,2001.27,0.0,0.0,0.0,4,0.0,0.0
GALROBAO4,1999.98,0.0,0.0,0.0,2,0.0,0.0
PETPAUNF,1999.0,0.0,0.0,0.0,2,0.0,0.0
JIMJOH,1997.96,0.0,1221.96,0.0,3,-100.0,0.0
NORLIN,1996.0,1497.0,499.0,156.0,3,200.0,10.42
JOYALEBA,1995.99,0.0,0.0,0.0,5,0.0,0.0
YOUSAN,1995.0,0.0,0.0,0.0,3,0.0,0.0
PPMARMIC,1994.98,0.0,0.0,0.0,2,0.0,0.0
ELINAT,1991.98,0.0,177.0,0.0,3,-100.0,0.0
TEROMI,1991.95,0.0,1037.97,0.0,4,-100.0,0.0
NAGRUCCORT,1985.25,0.0,0.0,0.0,4,0.0,0.0
KURJEH,1984.9,0.0,141.99,0.0,2,-100.0,0.0
BAUDOUG,1982.0,0.0,0.0,0.0,5,0.0,0.0
PAGCAROKLW,1982.0,0.0,1533.0,0.0,1,-100.0,0.0
CALCHA,1977.8200000000002,1977.8200000000002,0.0,131.98,5,0.0,6.67
KERMAE,1976.8400000000001,0.0,0.0,0.0,5,0.0,0.0
CHAYON,1976.0,0.0,0.0,0.0,3,0.0,0.0
MURJEA,1969.25,0.0,0.0,0.0,6,0.0,0.0
AIVARA,1960.0,0.0,0.0,0.0,2,0.0,0.0
BLENOW,1959.12,0.0,0.0,0.0,5,0.0,0.0
ALIADI,1954.46,0.0,0.0,0.0,3,0.0,0.0
ARRJOS,1951.0,0.0,0.0,0.0,6,0.0,0.0
BRAHEI,1939.0,0.0,0.0,0.0,2,0.0,0.0
PATTAR,1937.96,1859.96,78.0,83.0,6,2284.6,4.46
CABDOU,1936.0,0.0,0.0,0.0,5,0.0,0.0
DINTERSC,1934.5,0.0,0.0,0.0,5,0.0,0.0
DIHBAO,1931.99,267.0,957.0,0.0,4,-72.1,0.0
MARMIC,1925.5,0.0,0.0,0.0,3,0.0,0.0
PHIJEN,1923.0,0.0,0.0,0.0,5,0.0,0.0
CHUSTE,1922.92,0.0,497.99,0.0,4,-100.0,0.0
KONKRI,1916.75,0.0,0.0,0.0,5,0.0,0.0
RUBJOSWEST,1916.03,0.0,0.0,0.0,6,0.0,0.0
MAZANNPH,1908.0,0.0,0.0,0.0,3,0.0,0.0
BASKEL,1904.5,0.0,0.0,0.0,2,0.0,0.0
DAILAR,1902.5,0.0,0.0,0.0,6,0.0,0.0
KIMMINFF,1901.5,0.0,0.0,0.0,3,0.0,0.0
ESCVIC,1901.0,0.0,0.0,0.0,6,0.0,0.0
PATAVA,1890.95,0.0,0.0,0.0,4,0.0,0.0
ROMCLABE,1890.25,0.0,159.0,0.0,4,-100.0,0.0
RIEMARIN,1888.5,0.0,0.0,0.0,3,0.0,0.0
PROALA,1885.49,0.0,0.0,0.0,4,0.0,0.0
TERDEN,1884.6,0.0,0.0,0.0,7,0.0,0.0
GRAJON,1883.75,0.0,0.0,0.0,4,0.0,0.0
BENMIC,1876.0,0.0,0.0,0.0,5,0.0,0.0
BEBALL,1868.24,1410.3,457.94,130.0,5,208.0,9.22
JUNROB,1865.96,0.0,1865.96,0.0,3,-100.0,0.0
KIMPET,1863.0,0.0,0.0,0.0,6,0.0,0.0
RAOCHA,1860.46,0.0,0.0,0.0,5,0.0,0.0
MULJENCH,1859.45,0.0,0.0,0.0,4,0.0,0.0
HANNID,1854.95,0.0,0.0,0.0,3,0.0,0.0
MADTHO,1854.5,0.0,0.0,0.0,3,0.0,0.0
SMIAJSCH,1853.0,0.0,0.0,0.0,6,0.0,0.0
MCCMICLY,1844.0600000000002,833.92,1010.1400000000001,0.0,7,-17.4,0.0
WEIREB,1844.0,0.0,0.0,0.0,4,0.0,0.0
ANDERIL,1843.95,0.0,278.0,0.0,3,-100.0,0.0
NAGRUC,1843.0,0.0,0.0,0.0,5,0.0,0.0
LINPHI,1842.25,0.0,0.0,0.0,6,0.0,0.0
KAPLEO,1826.99,0.0,0.0,0.0,5,0.0,0.0
WEBCHR,1825.0,0.0,0.0,0.0,4,0.0,0.0
HAULEE,1810.0,0.0,0.0,0.0,3,0.0,0.0
WALDOU,1805.0,0.0,0.0,0.0,5,0.0,0.0
KOUAMY,1800.26,0.0,0.0,0.0,6,0.0,0.0
BOUBRYOP,1800.0,0.0,0.0,0.0,1,0.0,0.0
CALGEL,1793.94,0.0,524.98,0.0,4,-100.0,0.0
WILCAR,1790.99,0.0,0.0,0.0,4,0.0,0.0
SINROSCH,1790.97,0.0,0.0,0.0,2,0.0,0.0
BILBRU,1781.0,0.0,1781.0,0.0,2,-100.0,0.0
PISIRE,1777.0,0.0,0.0,0.0,5,0.0,0.0
CAVMAR,1776.0,0.0,0.0,0.0,5,0.0,0.0
GRASUS,1775.99,0.0,0.0,0.0,3,0.0,0.0
SPISTE,1773.5,0.0,0.0,0.0,4,0.0,0.0
MANEDW,1773.21,0.0,0.0,0.0,5,0.0,0.0
STOMON,1769.23,0.0,0.0,0.0,3,0.0,0.0
RAMLAK,1768.94,0.0,975.16,0.0,4,-100.0,0.0
ADHRUA,1754.89,0.0,0.0,0.0,6,0.0,0.0
LERCAT,1750.5,0.0,0.0,0.0,6,0.0,0.0
NAEIZZ,1747.0,0.0,0.0,0.0,3,0.0,0.0
ADEKAV,1744.5,0.0,0.0,0.0,4,0.0,0.0
MURTHE,1744.0,0.0,0.0,0.0,6,0.0,0.0
VUTRA,1741.5,0.0,1741.5,0.0,2,-100.0,0.0
MOTFAROA,1739.72,0.0,0.0,0.0,5,0.0,0.0
PATDEECHI,1739.0,0.0,0.0,0.0,6,0.0,0.0
GELASHBG,1736.48,0.0,0.0,0.0,4,0.0,0.0
AZHSHA,1735.98,0.0,0.0,0.0,2,0.0,0.0
BRAMEL,1732.57,0.0,0.0,0.0,4,0.0,0.0
JAANAJCH,1731.45,0.0,0.0,0.0,2,0.0,0.0
BRACAR,1728.06,0.0,0.0,0.0,5,0.0,0.0
WILKEIFA,1720.0,0.0,0.0,0.0,6,0.0,0.0
HIRJEF,1714.1399999999999,0.0,0.0,0.0,5,0.0,0.0
SHAJEF,1713.98,0.0,791.98,0.0,4,-100.0,0.0
CLEGARB,1709.75,0.0,0.0,0.0,4,0.0,0.0
