ytd_revenue,ytd_prior_revenue,ltd_revenue,actual_growth_pct,target_growth_pct,remake_rate,remake_alert_pct,avg_margin_pct,implant_ytd_sales,implant_accounts,pareto_account_count,total_account_count,mtd_revenue,mtd_remake_rate,wip_value,wip_count,wip_overdue,active_accounts_30d,remakes_30d
1794263.62,5535959.640000001,83519509.33,-2.77,7.0,5.74,5.0,0,233944.12,1822,691,4104,418164.30000000005,4.76,0,0,0,0,12
