account_id,ltd_sales,ytd_sales,ly_sales,mtd_sales,lm_sales,q1_sales,q2_sales,q3_sales,q4_sales,ytd_remake,ly_remake,mtd_remake,lm_remake,q1_remake,q2_remake,q3_remake,q4_remake,product_id,product_type,department,product_group,is_implant
ABDSAM,612.78,612.78,4465.97,0.0,0.0,0.0,612.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSPHOTO1,PHOTOGRAMMETRY PACKAGE 1,,,False
ABRORL,160.43,160.43,222.96,0.0,0.0,0.0,160.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
ABUSIM,20143.72,20143.72,27913.89,0.0,386.68,12020.73,7736.3099999999995,386.68,0.0,0.0,1789.19,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADFIX,DIGITAL PRINTED MODEL FIXED (PER ARCH),,,False
ADAAMMDYE,692.73,692.73,806.99,0.0,200.0,276.78999999999996,215.94,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SGSTNTBSKY,CO-DIAGNOSTIX SURGICAL GUIDE,,,False
ADAWID,3887.48,3887.48,11541.86,0.0,0.0,3463.95,423.53,0.0,0.0,0.0,517.5,0.0,0.0,0.0,0.0,0.0,0.0,CRNZIRCBR,ZIRC BRIDGE CARVE G/S 2-5,,,False
AGRKAR,1807.6999999999998,1807.6999999999998,1196.0,1209.24,0.0,485.94,112.52,1209.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
AHMAHMTP,1200.0,1200.0,264.99,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSSCONSULT,IN OFFICE CONVERSION,,,False
AHMSAN,21114.14,21114.14,27873.45,0.0,574.74,10254.6,10284.8,574.74,0.0,0.0,505.97,0.0,0.0,0.0,0.0,0.0,0.0,CRNBRUX,BRUXZIR,,,False
AKADAN,3820.92,3820.92,0.0,0.0,1832.26,465.82,1522.84,1832.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENCLASP,CLASP METAL,,,False
ALBLAU,338.93,338.93,1540.8600000000001,0.0,0.0,159.99,178.94,0.0,0.0,0.0,299.98,0.0,0.0,0.0,0.0,0.0,0.0,DELIVERY,Shipping Cost,,,False
ALBMONWA,119.50999999999999,119.50999999999999,4740.96,0.0,0.0,0.0,119.50999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
ALHRENCH,179.98,179.98,0.0,0.0,0.0,179.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
ALIAMJ,1839.13,1839.13,0.0,0.0,728.38,0.0,1110.75,728.38,0.0,45.52,0.0,0.0,0.0,0.0,45.52,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
ALIFAT,4059.36,4059.36,3593.6499999999996,0.0,463.57,2802.98,792.81,463.57,0.0,0.0,1117.97,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
ALLFAH,1129.1399999999999,1129.1399999999999,0.0,0.0,0.0,0.0,1129.1399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMTCRN,SCREWMENTABLE TI ABUTMENT,,,False
ALSDIN,2727.18,2727.18,3243.07,202.51999999999998,902.25,0.0,1622.4099999999999,1104.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENPROCNM,PROCESS NAME,,,False
ALSEMA,37826.2,37826.2,70110.34,0.0,6164.51,16872.26,14789.43,6164.51,0.0,92.06,3049.45,0.0,0.0,0.0,92.06,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
AMMADABOU,200.0,200.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SGSTNTBSKY,CO-DIAGNOSTIX SURGICAL GUIDE,,,False
ANAANI,5004.780000000001,5004.780000000001,0.0,0.0,3855.78,1149.0,0.0,3855.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
ANDBRE,4612.5,4612.5,7450.96,0.0,0.0,0.0,4612.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHOTOZRBASE,PHOTOGRAMMETRY/DIGITAL FINAL ZR W/TI BASE,,,False
ANDLER,139.0,139.0,926.97,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGCRAHARD,DIGITAL CRA HARD,,,False
ANDMAR,29579.33,29579.33,28067.24,357.53000000000003,5508.33,10023.210000000001,13690.26,5865.86,0.0,0.0,2235.96,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
ANKSHA,6546.08,6546.08,0.0,0.0,347.7,1002.32,5196.06,347.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNZAD,ZIRC ADJUST,,,False
ARANAD,5571.82,5571.82,1658.8700000000001,0.0,946.8199999999999,2576.75,2048.25,946.8199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
ARNIVAMP,1794.7,1794.7,1810.81,119.50999999999999,119.50999999999999,719.11,836.5699999999999,239.01999999999998,0.0,0.0,603.99,0.0,0.0,0.0,0.0,0.0,0.0,CRNBRUX,BRUXZIR,,,False
ARONIN,2201.58,2201.58,7080.38,0.0,0.0,1089.54,1112.04,0.0,0.0,50.120000000000005,79.99,0.0,0.0,50.120000000000005,0.0,0.0,0.0,CRNZAD,ZIRC ADJUST,,,False
ARONINROM,3554.44,3554.44,8065.84,0.0,0.0,1890.72,1663.72,0.0,0.0,0.0,1403.92,0.0,0.0,0.0,0.0,0.0,0.0,DIGEZZCRN,DIGITAL ARTISTIC EZ,,,False
ARRLIN,6204.639999999999,6204.639999999999,28679.53,0.0,825.35,4160.48,1218.81,825.35,0.0,47.29,1118.95,0.0,0.0,47.29,0.0,0.0,0.0,CRNDRCALLN,Call Doctor NO Die Trim - C&B,,,False
ATAAMED,1096.4,1096.4,0.0,0.0,0.0,0.0,1096.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMTCRN,SCREWMENTABLE TI ABUTMENT,,,False
ATAJAD,877.7,877.7,0.0,79.79,797.9100000000001,0.0,0.0,877.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNEZZ,ARTISTIC EZ,,,False
ATHJOH,98147.83,98147.83,76783.26,561.63,12508.310000000001,46381.69,38696.2,13069.94,0.0,0.0,90.63,0.0,0.0,0.0,0.0,0.0,0.0,DENAO4,Digital A04 With Surgical Guide,,,False
AUSMIC,18702.04,18702.04,0.0,0.0,1276.65,5638.900000000001,11786.490000000002,1276.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNEZZ,ARTISTIC EZ,,,False
BACKAT,2730.88,2730.88,4198.16,0.0,496.24,1540.3200000000002,694.32,496.24,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BACKATBPO,1955.4299999999998,1955.4299999999998,0.0,0.0,0.0,0.0,1955.4299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MODSTOREM,STONE MODEL REMOVABLE(PER ARCH),,,False
BACOLG,893.98,893.98,0.0,0.0,0.0,893.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGEZZCRN,DIGITAL ARTISTIC EZ,,,False
BAHMAN,262.47,262.47,0.0,0.0,0.0,0.0,262.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DTMONDA1,HERAEUS MONDIAL ANTERIOR 1 TOOTH,,,False
BAICHA,6494.54,6494.54,12405.0,163.85,491.55,2770.79,3068.35,655.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGCRATHERM,DIGITAL THERMOPLASTIC CRA,,,False
BAKRUS,637.83,637.83,1142.71,0.0,0.0,0.0,637.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENCSTMSH,CAST MESH,,,False
BALJOS,13567.23,13567.23,22140.57,123.69,1307.81,6997.139999999999,5138.59,1431.5,0.0,0.0,703.49,0.0,0.0,0.0,0.0,0.0,0.0,MODC1,PRINTED STUDY MODEL 1 ARCH,,,False
BANARI,104.72,104.72,0.0,0.0,0.0,0.0,104.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BANDRE,1024.19,1024.19,0.0,119.50999999999999,904.68,0.0,0.0,1024.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DELIVERY,Shipping Cost,,,False
BANROH,1409.22,1409.22,3229.1800000000003,0.0,600.0,290.73,518.49,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSSCONSULT,IN OFFICE CONVERSION,,,False
BAPBEN,9462.73,9462.73,0.0,0.0,2476.21,4169.49,2817.0299999999997,2476.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
BAPBENNR,9613.66,9613.66,12843.81,80.82,1644.76,4763.32,3124.76,1725.58,0.0,0.0,2024.86,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
BAPBRI,283.38,283.38,0.0,0.0,0.0,163.87,119.50999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BAPJOELAG,1571.0,1571.0,1516.0,0.0,1571.0,0.0,0.0,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMARTPARTS,SMART CONVERSION PARTS,,,False
BAPJOS,1271.82,1271.82,1665.0,0.0,0.0,847.88,423.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMARTPARTS,SMART CONVERSION PARTS,,,False
BARALL,334.11,334.11,0.0,0.0,0.0,0.0,334.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENTHREM5+,STONE TOOTH REMOVAL,,,False
BARKEVCW,3654.74,3654.74,755.99,0.0,1488.76,0.0,2165.98,1488.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BARMARRA,565.99,565.99,9240.93,0.0,0.0,565.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BEAJOH,3491.93,3491.93,1774.43,0.0,418.9,0.0,3073.03,418.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DELIVERY,Shipping Cost,,,False
BEBALL,1427.02,1427.02,457.94,0.0,0.0,1427.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BECDEN,2006.61,2006.61,1672.44,0.0,0.0,1327.34,679.2700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGEMAXVEN,DIGITAL EMAX VENEER,,,False
BECJAM,415.24,415.24,448.96000000000004,0.0,0.0,415.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BECKUNHE,239.01999999999998,239.01999999999998,0.0,239.01999999999998,0.0,0.0,0.0,239.01999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BENKAT,4924.87,4924.87,2991.21,0.0,202.51999999999998,0.0,4722.35,202.51999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BERDANCP,3379.85,3379.85,0.0,0.0,959.04,949.99,1470.82,959.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNPFMB,PFM BASE,,,False
BERDANLAP,16295.56,16295.56,16607.81,0.0,1791.33,8367.96,6136.27,1791.33,0.0,112.52,0.0,0.0,0.0,0.0,112.52,0.0,0.0,CRNBRUX,BRUXZIR,,,False
BERDERCP,11636.03,11636.03,8550.5,0.0,607.78,5899.49,5128.76,607.78,0.0,0.0,126.97999999999999,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BEZPAT,913.15,913.15,0.0,0.0,225.23,289.98,397.94,225.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNEMXADRG,EMAX ADJUST/REGLAZE,,,False
BICBRASO,348.18,348.18,406.99,0.0,70.59,207.0,70.59,70.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
BICEVAEV,279.09000000000003,279.09000000000003,0.0,0.0,0.0,279.09000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DTARTICA1,HERAEUS ARTIC ANTERIOR 1 TOOTH,,,False
BLEBRY,0.0,0.0,1906.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DELIVERY,Shipping Cost,,,False
BORDEM,728.18,728.18,1947.7600000000002,149.19,104.16,315.41,159.42000000000002,253.35,0.0,0.0,105.99,0.0,0.0,0.0,0.0,0.0,0.0,CRADUAL,DUAL CRA,,,False
BORKAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENEVALREM,Eval Removable case,,,False
BOYMIC,25304.81,25304.81,36899.67,398.97,4727.82,8664.43,11513.59,5126.79,0.0,0.0,2807.38,0.0,0.0,0.0,0.0,0.0,0.0,DIGEZZCRN,DIGITAL ARTISTIC EZ,,,False
BRADAN,635.8199999999999,635.8199999999999,8535.63,0.0,0.0,483.0,152.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORTVFRET,VF RETAINER,,,False
BREBRI,496.45,496.45,616.94,0.0,149.73,346.72,0.0,149.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DELIVERY,Shipping Cost,,,False
BREKEVEL,7714.87,7714.87,13893.32,0.0,746.26,3669.49,3299.12,746.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARCASTFIN,CAST PARTIAL FRAME PROCESS AND FINISH,,,False
BRELEO,1074.26,1074.26,1831.99,0.0,344.52,729.74,0.0,344.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGCRATHERM,DIGITAL THERMOPLASTIC CRA,,,False
BRERIC,7074.35,7074.35,21799.36,0.0,950.4,2653.9,3470.05,950.4,0.0,0.0,503.49,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADREM,DIGITAL PRINTED MODEL REMOVABLE (PER ARCH),,,False
BREWIL,1345.04,1345.04,1409.8500000000001,0.0,320.86,317.85,706.3299999999999,320.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
BRODANFL,665.31,665.31,895.9300000000001,0.0,0.0,665.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ART-EVQC-CLDD,Artistic Call Date Verification,,,False
BROLOGSY,494.12,494.12,0.0,211.76,282.36,0.0,0.0,494.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
BROSEADO,718.95,718.95,0.0,0.0,0.0,718.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGEMAXVEN,DIGITAL EMAX VENEER,,,False
BRZDANI,5813.79,5813.79,4907.14,0.0,2291.19,80.74,3441.86,2291.19,0.0,0.0,924.98,0.0,0.0,0.0,0.0,0.0,0.0,SMARTPARTS,SMART CONVERSION PARTS,,,False
CAICAR,1592.01,1592.01,434.96,0.0,119.50999999999999,955.4200000000001,517.08,119.50999999999999,0.0,56.25,0.0,0.0,0.0,0.0,56.25,0.0,0.0,CRNBRUX,BRUXZIR,,,False
CALCHA,1987.02,1987.02,0.0,0.0,0.0,1987.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
CALELA,1198.3300000000002,1198.3300000000002,0.0,0.0,812.49,0.0,385.84000000000003,812.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENREPCOM,COMPLEX REPAIR,,,False
CALSAM,3232.44,3232.44,10312.34,0.0,1725.55,170.09,1336.8000000000002,1725.55,0.0,0.0,283.5,0.0,0.0,0.0,0.0,0.0,0.0,CRNSTLEXPT,STL FILE EXPORT,,,False
CANJOH,240.73000000000002,240.73000000000002,228.23000000000002,0.0,0.0,0.0,240.73000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
CAPSCO,163.85,163.85,0.0,0.0,0.0,0.0,163.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADREM,DIGITAL PRINTED MODEL REMOVABLE (PER ARCH),,,False
CARCYN,653.65,653.65,0.0,0.0,469.53,0.0,184.12,469.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
CASLEN,15343.41,15343.41,25218.730000000003,280.62,2451.1600000000003,4787.21,7824.42,2731.78,0.0,0.0,2175.7,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADFIX,DIGITAL PRINTED MODEL FIXED (PER ARCH),,,False
CASSUS,614.28,614.28,0.0,0.0,0.0,0.0,614.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORTVFRET,VF RETAINER,,,False
CERGAI,4367.43,4367.43,9386.56,0.0,3065.76,852.67,449.0,3065.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
CHANHWA,21055.8,21055.8,27342.13,0.0,2824.98,9581.97,8648.85,2824.98,0.0,59.74,4976.7699999999995,0.0,59.74,0.0,0.0,59.74,0.0,INFCONT,FDA INFECTION CONTROL,,,False
CHAROB,6664.73,6664.73,6500.34,0.0,1118.77,1237.57,4308.39,1118.77,0.0,0.0,847.92,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
CHEBARSKO,561.0,561.0,0.0,0.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMARTPARTS,SMART CONVERSION PARTS,,,False
CHEJAS,382.71999999999997,382.71999999999997,1289.21,0.0,0.0,78.58999999999999,304.13,0.0,0.0,0.0,78.5,0.0,0.0,0.0,0.0,0.0,0.0,CRAHSC,COMFORT H/S BITE SPLINT,,,False
CHEPET,655.55,655.55,379.0,0.0,423.94,0.0,231.61,423.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMARTPARTS,SMART CONVERSION PARTS,,,False
CHINIC,5758.29,5758.29,12126.1,0.0,918.99,1965.1499999999999,2874.15,918.99,0.0,0.0,253.95999999999998,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
CHUMAN,16310.58,16310.58,23109.65,84.91,2363.21,6453.22,7409.24,2448.12,0.0,91.05,1109.5,0.0,0.0,0.0,91.05,0.0,0.0,CRNBRUX,BRUXZIR,,,False
CHUMANRV,5757.67,5757.67,2828.99,0.0,1255.9299999999998,1391.07,3110.67,1255.9299999999998,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNZIRCBR,ZIRC BRIDGE CARVE G/S 2-5,,,False
CIEDAVWO,213.0,213.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MODSTOREM,STONE MODEL REMOVABLE(PER ARCH),,,False
COHADA,707.47,707.47,50643.75,0.0,0.0,623.0,84.47,0.0,0.0,0.0,1624.99,0.0,0.0,0.0,0.0,0.0,0.0,CRAHSC,COMFORT H/S BITE SPLINT,,,False
COLBER,747.5,747.5,17360.39,0.0,0.0,747.5,0.0,0.0,0.0,747.5,0.0,0.0,0.0,747.5,0.0,0.0,0.0,DENAO4ZIRC,ALL ON 4 ZIRC DENTURE FINISH W/ H/S COMFORT GUARD,,,False
COLVIN,3716.11,3716.11,1023.96,0.0,1643.87,975.85,1096.39,1643.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SLPTAP3ELI,DREAM TAP 3 -SLEEP APP,,,False
CONJON,211.76,211.76,138.0,0.0,0.0,0.0,211.76,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
CONJONMO,14690.63,14690.63,138.0,0.0,352.95000000000005,5535.64,8802.039999999999,352.95000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
COOJAN,4794.81,4794.81,8254.01,0.0,985.26,2165.91,1643.64,985.26,0.0,0.0,1336.91,0.0,0.0,0.0,0.0,0.0,0.0,ZIMSMT,ZIMMER GENUINE SCREWMENTABLE TI ABUTMENT,,,False
COPMAR,2838.81,2838.81,0.0,0.0,413.91999999999996,1183.13,1241.76,413.91999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRAHSC,COMFORT H/S BITE SPLINT,,,False
CORABI,3122.75,3122.75,0.0,0.0,1206.56,0.0,1916.19,1206.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
CORJER,20113.1,20113.1,44807.18,483.87,2967.36,9098.8,7563.07,3451.23,0.0,0.0,1038.74,0.0,0.0,0.0,0.0,0.0,0.0,CRNBRUX,BRUXZIR,,,False
CORKAT,10239.63,10239.63,16556.89,0.0,1916.1,4107.86,4215.67,1916.1,0.0,0.0,665.98,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
COVJAMI,426.66,426.66,0.0,0.0,0.0,0.0,426.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENREPCOM,COMPLEX REPAIR,,,False
CRAKATCH,91.05,91.05,0.0,0.0,0.0,0.0,91.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
CREJASTP,9858.68,9858.68,30296.26,171.68,653.96,5376.39,3656.65,825.6400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENFULPFIN,FULL DENTURE FINISH PREMIUM TEETH,,,False
CUARACMOK,26949.12,26949.12,45981.61,0.0,2580.23,13384.08,10984.81,2580.23,0.0,0.0,4567.78,0.0,0.0,0.0,0.0,0.0,0.0,CRADUAL,DUAL CRA,,,False
CULSEA,3861.33,3861.33,773.95,0.0,732.1700000000001,441.06,2688.1,732.1700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENBB,ACRYLIC BASE&BITE RIM,,,False
CZAAUS,12016.98,12016.98,0.0,0.0,2494.85,2516.26,7005.87,2494.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
CZEBOHL,439.99,439.99,0.0,0.0,0.0,439.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENPROCNM,PROCESS NAME,,,False
DABHAZMAN,2717.6299999999997,2717.6299999999997,2473.01,103.47999999999999,310.44,1006.29,1297.4199999999998,413.91999999999996,0.0,0.0,472.96,0.0,0.0,0.0,0.0,0.0,0.0,CRAHSC,COMFORT H/S BITE SPLINT,,,False
DABJOS,477.99,477.99,869.96,0.0,0.0,477.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNBRUX,BRUXZIR,,,False
DABTOU,178.67,178.67,11498.85,0.0,0.0,178.67,0.0,0.0,0.0,0.0,347.99,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
DALKATCH,161.60000000000002,161.60000000000002,0.0,0.0,161.60000000000002,0.0,0.0,161.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
DANBRI,3497.76,3497.76,1150.84,0.0,0.0,0.0,3497.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENVERIJIG,VERIFICATION JIG,,,False
DARDAVSB,15793.18,15793.18,1311.97,0.0,3559.59,1917.18,10316.41,3559.59,0.0,39.9,313.99,0.0,0.0,0.0,39.9,0.0,0.0,CRNBRUX,BRUXZIR,,,False
DARDAVSB2,712.74,712.74,0.0,180.84,531.9,0.0,0.0,712.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADFIX,DIGITAL PRINTED MODEL FIXED (PER ARCH),,,False
DARNAT,7029.34,7029.34,993.98,0.0,0.0,0.0,7029.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DELIVERY,Shipping Cost,,,False
DEFDAV,9090.8,9090.8,4956.98,0.0,0.0,9090.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
DELDAV,2873.05,2873.05,6975.67,0.0,396.38,1747.6200000000001,729.0500000000001,396.38,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,DELIVERY,Shipping Cost,,,False
DELDEA,470.09000000000003,470.09000000000003,1302.87,0.0,0.0,32.44,437.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENFLIP5OVER,FLIPPER 5> TEETH,,,False
DEMMAT,3642.06,3642.06,1106.99,0.0,0.0,2000.5,1641.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
DEWGLEWR,716.08,716.08,5657.79,0.0,0.0,0.0,716.08,0.0,0.0,0.0,268.95,0.0,0.0,0.0,0.0,0.0,0.0,TIABUT,TITAINIUM ABUTMENT,,,False
DIALIN,272.58000000000004,272.58000000000004,0.0,0.0,0.0,0.0,272.58000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MODSTOREM,STONE MODEL REMOVABLE(PER ARCH),,,False
DIBARMROS,5476.51,5476.51,51.99,0.0,0.0,1113.98,4362.530000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHOTOZRBASE,PHOTOGRAMMETRY/DIGITAL FINAL ZR W/TI BASE,,,False
