account_id,ltd_sales,ytd_sales,ly_sales,mtd_sales,lm_sales,q1_sales,q2_sales,q3_sales,q4_sales,ytd_remake,ly_remake,mtd_remake,lm_remake,q1_remake,q2_remake,q3_remake,q4_remake,product_id,product_type,department,product_group,is_implant
TEPBER,312.38,312.38,74.99,0.0,0.0,0.0,312.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWXDIAWUP,DIAGNOSTIC WHITE WAX UP,,,False
THADEVHOM,1500.75,1500.75,789.47,277.90999999999997,795.12,227.49,200.23000000000002,1073.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
THADEVJOL,746.14,746.14,3530.91,0.0,0.0,746.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
THADEVOL,222.92000000000002,222.92000000000002,0.0,0.0,0.0,0.0,222.92000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
THADEVOP,2420.59,2420.59,1383.96,222.92000000000002,610.81,802.26,784.6,833.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
THASAMWE,509.85,509.85,0.0,0.0,0.0,509.85,0.0,0.0,0.0,0.0,527.99,0.0,0.0,0.0,0.0,0.0,0.0,TIABUT,TITAINIUM ABUTMENT,,,False
THOJAM,14628.03,14628.03,27645.61,0.0,764.24,4214.96,9648.83,764.24,0.0,0.0,2169.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGEMAXL,DIGITAL EMAX LAYERED,,,False
TIETER,2041.52,2041.52,3420.13,119.50999999999999,531.5999999999999,692.85,697.56,651.1099999999999,0.0,0.0,69.99,0.0,0.0,0.0,0.0,0.0,0.0,CRNBRUX,BRUXZIR,,,False
TOKNIC,20034.829999999998,20034.829999999998,55715.58,0.0,3724.04,8034.21,8276.58,3724.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENFULPSET,FULL DENTURE SET UP PREMIUM TEETH,,,False
TOLLAW,1103.83,1103.83,5265.58,0.0,79.79,333.79,690.25,79.79,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
TOUKIK,1347.25,1347.25,0.0,0.0,756.98,0.0,590.27,756.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
TOWERI,687.32,687.32,0.0,0.0,687.32,0.0,0.0,687.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
TRALUA,3839.75,3839.75,0.0,0.0,602.53,642.4300000000001,2594.79,602.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNEMAXL,LAYERED EMAX,,,False
TREROBWES,53.11,53.11,0.0,0.0,0.0,0.0,53.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMPSCREW,IMPLANT SCREW,,,False
TUCAAR,2667.94,2667.94,3168.0,0.0,0.0,984.94,1683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMARTADDSITE,SMART CONVERSION ADD SITE,,,False
TUCAAROL,3497.12,3497.12,1335.0,0.0,561.0,555.06,2381.06,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMARTPARTS,SMART CONVERSION PARTS,,,False
TUCELILV,10884.72,10884.72,3353.67,0.0,830.16,4890.11,5164.45,830.16,0.0,0.0,112.97999999999999,0.0,0.0,0.0,0.0,0.0,0.0,CRNBRUX,BRUXZIR,,,False
TYSMONLB,13904.88,13904.88,18972.28,306.88,1122.95,6905.08,5569.97,1429.83,0.0,0.0,3673.42,0.0,0.0,0.0,0.0,0.0,0.0,DIGEMAXMCRN,DIGITAL EMAX MONO,,,False
TZAALE,154.05,154.05,311.98,0.0,0.0,0.0,154.05,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADREM,DIGITAL PRINTED MODEL REMOVABLE (PER ARCH),,,False
UICAPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOBLE,NOBLE/WHITE,,,False
UTAGAB,1501.99,1501.99,2943.98,0.0,0.0,1501.99,0.0,0.0,0.0,0.0,1966.98,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
VANLAU,3453.12,3453.12,8035.67,0.0,655.4,1436.58,1361.14,655.4,0.0,0.0,159.99,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADREM,DIGITAL PRINTED MODEL REMOVABLE (PER ARCH),,,False
VANMATWS,5006.1,5006.1,6603.99,0.0,0.0,2136.12,2869.98,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,ORTESSEX,ESSEX APPLIANCE,,,False
VAUKRI,0.0,0.0,3367.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.49,0.0,0.0,0.0,0.0,0.0,0.0,DENREPSIM,SIMPLE REPAIR,,,False
VAVROBRM,7153.99,7153.99,2200.0,0.0,0.0,7153.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENAO4HYF,ALL ON 4 HYBRID FINISH W/ H/S COMFORT GUARD,,,False
VERANI,3181.0600000000004,3181.0600000000004,213.88,0.0,182.09,469.91,2529.06,182.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
VERVIN,5763.74,5763.74,7668.1,0.0,488.78999999999996,2972.11,2302.84,488.78999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRA,CRA,,,False
VILCOU,6280.13,6280.13,3006.99,0.0,0.0,6273.14,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENAO4ZPT,ALL ON 4 ZIRC DENTURE PROTOTYPE,,,False
VILGILCH,5504.99,5504.99,6519.360000000001,0.0,658.4200000000001,4140.7,705.87,658.4200000000001,0.0,316.99,268.95,0.0,0.0,316.99,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
VILGILNA,462.86,462.86,0.0,0.0,94.1,0.0,368.76,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
VINSHY,2779.61,2779.61,3871.77,0.0,404.53000000000003,1423.56,951.52,404.53000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRADUAL,DUAL CRA,,,False
VITGAI,313.62,313.62,2293.38,0.0,0.0,0.0,313.62,0.0,0.0,0.0,170.5,0.0,0.0,0.0,0.0,0.0,0.0,DENFLIP1-4,FLIPPER 1-4 TEETH,,,False
VOHSAF,13030.64,13030.64,4454.9,0.0,3494.98,3178.19,6357.469999999999,3494.98,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGEMAXL,DIGITAL EMAX LAYERED,,,False
VOLRIC,600.28,600.28,0.0,0.0,0.0,81.78999999999999,518.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGDENECO,DIGITAL FULL DENTURE ECONOMY,,,False
WADAMY,3770.88,3770.88,9617.94,0.0,844.16,1350.13,1576.5900000000001,844.16,0.0,0.0,1378.99,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
WADSAD,107.42,107.42,0.0,0.0,0.0,0.0,107.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGEZZCRN,DIGITAL ARTISTIC EZ,,,False
WADTAMPH,270.74,270.74,4513.43,0.0,6.99,0.0,263.75,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARTIALCLEAR,CLEAR FLEXIBLE PARTIAL W/ CLASPS,,,False
WALBRIOP,22010.76,22010.76,40746.36,159.31,4332.61,9363.39,8155.45,4491.92,0.0,0.0,1892.91,0.0,0.0,0.0,0.0,0.0,0.0,DIGDWXDWU,DIGITAL DIAGNOSTIC WAXUP,,,False
WALNAIWH,1293.53,1293.53,0.0,0.0,0.0,0.0,1293.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENFULPFIN,FULL DENTURE FINISH PREMIUM TEETH,,,False
WALSCO,2053.96,2053.96,5479.4400000000005,0.0,0.0,1449.49,604.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
WALSTEC,694.61,694.61,0.0,0.0,0.0,0.0,694.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGPFMCRN,DIGITAL PFM,,,False
WALTIMBER,538.9,538.9,145.48,0.0,103.41,435.49,0.0,103.41,0.0,0.0,95.5,0.0,0.0,0.0,0.0,0.0,0.0,DTARTICA1,HERAEUS ARTIC ANTERIOR 1 TOOTH,,,False
WARISR,293.22999999999996,293.22999999999996,372.0,0.0,0.0,119.94999999999999,173.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
WARJUD,166.98000000000002,166.98000000000002,500.94000000000005,0.0,0.0,166.98000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
WATASHMU,2033.8500000000001,2033.8500000000001,322.99,0.0,0.0,1516.73,517.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADREM,DIGITAL PRINTED MODEL REMOVABLE (PER ARCH),,,False
WEBDEN,777.62,777.62,0.0,0.0,501.17999999999995,0.0,276.44,501.17999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENSET>10,FULL SET UP (OVER 10),,,False
WEITHO,2684.6800000000003,2684.6800000000003,377.99,0.0,0.0,2684.6800000000003,0.0,0.0,0.0,0.0,179.98,0.0,0.0,0.0,0.0,0.0,0.0,SMTCRN,SCREWMENTABLE TI ABUTMENT,,,False
WELPAI,4528.27,4528.27,11538.84,0.0,0.0,2975.3,1552.97,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
WELPAIFR,89.0,89.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNBRUX,BRUXZIR,,,False
WERROB,476.86,476.86,0.0,0.0,172.66,304.2,0.0,172.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMPSCREW,IMPLANT SCREW,,,False
WILJIL,556.16,556.16,3976.6000000000004,0.0,0.0,556.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RETURN,RETURN,,,False
WILJOS,1581.81,1581.81,4500.93,142.6,291.34000000000003,1005.27,142.6,433.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGCRAHARD,DIGITAL CRA HARD,,,False
WISPAUBA,103.47999999999999,103.47999999999999,0.0,0.0,0.0,0.0,103.47999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADREM,DIGITAL PRINTED MODEL REMOVABLE (PER ARCH),,,False
WITLEOMOK1,1127.99,1127.99,95.0,0.0,211.10999999999999,430.59999999999997,486.28000000000003,211.10999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRANTIAPP,NTI APPLIANCE,,,False
WITLEOMOKE,82.22999999999999,82.22999999999999,229.99,0.0,0.0,0.0,82.22999999999999,0.0,0.0,0.0,884.98,0.0,0.0,0.0,0.0,0.0,0.0,DIGMODCADREM,DIGITAL PRINTED MODEL REMOVABLE (PER ARCH),,,False
WITMAT,6328.6900000000005,6328.6900000000005,18803.100000000002,0.0,784.09,4090.9,1453.7,784.09,0.0,0.0,986.97,0.0,0.0,0.0,0.0,0.0,0.0,RETURN,RETURN,,,False
WONANJ,1163.4,1163.4,2331.86,0.0,0.0,201.35,962.0500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRATHERM,THERMOPLASTIC CRA,,,False
WORJOE,40.67,40.67,34.379999999999995,0.0,0.0,0.0,40.67,0.0,0.0,0.0,1074.98,0.0,0.0,0.0,0.0,0.0,0.0,DELIVERY,Shipping Cost,,,False
WYLDUS,20902.47,20902.47,2855.0,0.0,3065.7599999999998,3713.96,14122.75,3065.7599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
YERPAT,15183.33,15183.33,25926.989999999998,0.0,1305.75,5365.38,8512.2,1305.75,0.0,92.06,134.0,0.0,0.0,0.0,92.06,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
YEUOMA,1714.89,1714.89,6869.99,0.0,0.0,1714.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DTMONDA1,HERAEUS MONDIAL ANTERIOR 1 TOOTH,,,False
YIANIC,20173.86,20173.86,25801.379999999997,364.19,2876.68,7597.04,9335.95,3240.87,0.0,0.0,1103.99,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
YOOJIN,623.21,623.21,0.0,0.0,518.49,0.0,104.72,518.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENAO4TMP,ALL ON 4 - TEMP DENTURE W/ SURG GUIDE,,,False
YOUEHAALL,484.9,484.9,0.0,0.0,484.9,0.0,0.0,484.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIGBRUXCRN,DIGITAL BRUXZIR,,,False
YURMATMO,603.52,603.52,6712.15,0.0,193.35,327.94,82.22999999999999,193.35,0.0,0.0,451.96,0.0,0.0,0.0,0.0,0.0,0.0,DIGLAYCRN,DIGITAL LAYERED ZIRC,,,False
ZAIZAC,4310.75,4310.75,1634.99,0.0,0.0,827.04,3483.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENAO4TMP,ALL ON 4 - TEMP DENTURE W/ SURG GUIDE,,,False
ZANMAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARTLESS PROTOYPE,PARTLESS PROTOTYPE,,,False
ZBOANN,8222.539999999999,8222.539999999999,11990.31,202.51999999999998,492.1,4889.05,2638.87,694.62,0.0,0.0,723.0,0.0,0.0,0.0,0.0,0.0,0.0,DENPROCNM,PROCESS NAME,,,False
ZHAVIV,2849.39,2849.39,586.77,0.0,2045.9699999999998,0.0,803.42,2045.9699999999998,0.0,193.35,0.0,0.0,193.35,0.0,0.0,193.35,0.0,DIGEMAXL,DIGITAL EMAX LAYERED,,,False
ZIEELI,4464.43,4464.43,8006.87,0.0,505.34000000000003,1947.51,2011.58,505.34000000000003,0.0,0.0,890.97,0.0,0.0,0.0,0.0,0.0,0.0,DENREPCOM,COMPLEX REPAIR,,,False
ZIEMAR,240.73000000000002,240.73000000000002,0.0,0.0,240.73000000000002,0.0,0.0,240.73000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
ZIEMAT,495.87,495.87,0.0,0.0,0.0,495.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNPSTCROP,POST&CORE-OPAQ,,,False
ZILSIM,1636.75,1636.75,2501.1,315.1,240.73000000000002,620.22,460.70000000000005,555.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DENREPSDAY,SAME DAY COMPLEX REPAIR,,,False
ZMEMAG,5773.51,5773.51,3832.94,0.0,247.22000000000003,2243.43,3282.86,247.22000000000003,0.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
ZOLMAR,12687.619999999999,12687.619999999999,4302.64,0.0,240.73000000000002,5736.55,6710.34,240.73000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFCONT,FDA INFECTION CONTROL,,,False
