account_id,ltd_sales,ytd_sales,ly_sales,ytd_remake,product_lines,ly_prorated,yoy_growth_pct,remake_rate_pct
MAGCON,17757.71,0.0,0.0,0.0,8,0.0,0.0,0.0
PAYMAR,17738.5,0.0,0.0,0.0,7,0.0,0.0,0.0
PARKRU,17736.84,0.0,0.0,0.0,6,0.0,0.0,0.0
BOVJOH,17695.25,0.0,0.0,0.0,8,0.0,0.0,0.0
LOPSARST,17626.98,7793.65,9833.33,775.46,6,4097.22,90.2,9.95
LUWEN,17608.56,0.0,0.0,0.0,9,0.0,0.0,0.0
LANPAU,17559.05,0.0,0.0,0.0,8,0.0,0.0,0.0
DINCHR,17509.43,0.0,0.0,0.0,5,0.0,0.0,0.0
PPBAHMAN,17498.9,0.0,0.0,0.0,3,0.0,0.0,0.0
HASFAY,17453.89,9404.98,8048.91,69.0,7,3353.71,180.4,0.73
MYRERN,17441.29,0.0,0.0,0.0,3,0.0,0.0,0.0
COOJASIN,17419.97,0.0,0.0,0.0,5,0.0,0.0,0.0
RAIMANNA,17404.17,5368.96,12035.210000000001,488.96999999999997,6,5014.67,7.1,9.11
ENAHOR,17382.04,0.0,1912.95,0.0,7,797.06,-100.0,0.0
GERPA,17370.93,0.0,0.0,0.0,5,0.0,0.0,0.0
FOXJOS,17367.89,0.0,0.0,0.0,4,0.0,0.0,0.0
CHOIRB,17366.92,0.0,0.0,0.0,5,0.0,0.0,0.0
LAPJEF,17352.13,0.0,0.0,0.0,7,0.0,0.0,0.0
WIEAND,17348.75,0.0,0.0,0.0,7,0.0,0.0,0.0
RODJOR,17340.57,199.92,2162.62,0.0,9,901.09,-77.8,0.0
DULRAJ,17339.29,0.0,0.0,0.0,4,0.0,0.0,0.0
VAUKRI,17338.25,0.0,3367.4,0.0,6,1403.08,-100.0,0.0
ROCSTE,17257.41,0.0,0.0,0.0,5,0.0,0.0,0.0
ALSDIN,17226.69,476.97,3243.07,0.0,6,1351.28,-64.7,0.0
TINMAR,17157.5,0.0,0.0,0.0,8,0.0,0.0,0.0
GUAMIC,17155.46,0.0,0.0,0.0,7,0.0,0.0,0.0
KOSMICCHI,17131.63,0.0,4450.78,1433.92,7,1854.49,-100.0,0.0
GRITAR,17114.5,0.0,0.0,0.0,3,0.0,0.0,0.0
FARFRA,17113.28,0.0,0.0,0.0,8,0.0,0.0,0.0
JEZNIC,17071.760000000002,20.25,3188.71,75.25,7,1328.63,-98.5,371.6
LANJAN,17037.04,167.98000000000002,13626.16,0.0,6,5677.57,-97.0,0.0
MOLALY,17008.87,0.0,0.0,0.0,7,0.0,0.0,0.0
CHRSCOAH,16999.06,0.0,0.0,0.0,5,0.0,0.0,0.0
CAMSTE,16908.07,0.0,0.0,0.0,4,0.0,0.0,0.0
RAZELL,16905.0,0.0,0.0,0.0,4,0.0,0.0,0.0
DANQUYVH,16856.44,0.0,0.0,0.0,6,0.0,0.0,0.0
BAJJAS,16845.0,0.0,0.0,0.0,6,0.0,0.0,0.0
BENRON,16841.82,0.0,0.0,0.0,6,0.0,0.0,0.0
HEIRIC,16806.22,0.0,0.0,0.0,5,0.0,0.0,0.0
SARDEMCHI,16803.11,0.0,0.0,0.0,6,0.0,0.0,0.0
NATKEV,16790.68,0.0,0.0,0.0,4,0.0,0.0,0.0
KOHKON,16778.440000000002,0.0,0.0,0.0,7,0.0,0.0,0.0
OLUMOR,16747.760000000002,1818.98,5659.92,0.0,6,2358.3,-22.9,0.0
ROGRIC,16740.5,0.0,0.0,0.0,4,0.0,0.0,0.0
YEUOMA,16717.41,1678.95,6869.99,0.0,6,2862.5,-41.3,0.0
HILEMI,16715.64,0.0,0.0,0.0,7,0.0,0.0,0.0
SONBRIWIL,16673.89,0.0,0.0,0.0,7,0.0,0.0,0.0
MEDCEL,16670.52,0.0,0.0,0.0,6,0.0,0.0,0.0
ANSINN,16660.97,0.0,0.0,0.0,5,0.0,0.0,0.0
PPDICANT,16651.97,0.0,0.0,0.0,3,0.0,0.0,0.0
PATNIK,16646.5,0.0,0.0,0.0,4,0.0,0.0,0.0
ZIMPAM,16594.489999999998,0.0,0.0,0.0,3,0.0,0.0,0.0
NAJAHM,16582.57,0.0,0.0,0.0,6,0.0,0.0,0.0
ANDWIL,16579.93,0.0,76.97999999999999,0.0,5,32.07,-100.0,0.0
SMIGAR,16559.47,0.0,0.0,0.0,4,0.0,0.0,0.0
COUJON,16522.59,0.0,0.0,0.0,2,0.0,0.0,0.0
LAMMIC,16508.46,0.0,0.0,0.0,7,0.0,0.0,0.0
ELAUPA,16495.94,0.0,10731.98,0.0,3,4471.66,-100.0,0.0
KAUHAR,16474.24,7340.88,9133.36,734.98,7,3805.57,92.9,10.01
GARAND,16462.95,0.0,0.0,0.0,6,0.0,0.0,0.0
SARDEM,16417.989999999998,0.0,0.0,0.0,4,0.0,0.0,0.0
REEDAV,16406.68,0.0,0.0,0.0,4,0.0,0.0,0.0
PATDEERV,16404.39,0.0,0.0,0.0,6,0.0,0.0,0.0
HANLAW,16341.64,0.0,0.0,0.0,8,0.0,0.0,0.0
SHAFRA,16256.720000000001,0.0,0.0,0.0,6,0.0,0.0,0.0
SAHELE,16232.83,0.0,0.0,0.0,6,0.0,0.0,0.0
DERBY,16159.39,0.0,0.0,0.0,4,0.0,0.0,0.0
KRUKIM,16116.49,0.0,71.99,0.0,6,30.0,-100.0,0.0
HUFALIHIN,16049.53,1706.8600000000001,3824.9300000000003,0.0,7,1593.72,7.1,0.0
CHECINELM,16026.96,0.0,0.0,0.0,6,0.0,0.0,0.0
PPFUGSTEINDPP,16003.94,0.0,0.0,0.0,3,0.0,0.0,0.0
PPBURJON,15968.95,0.0,0.0,0.0,5,0.0,0.0,0.0
ANDDOU,15968.8,0.0,0.0,0.0,6,0.0,0.0,0.0
SOWMAR,15939.5,0.0,0.0,0.0,3,0.0,0.0,0.0
BURMAT,15918.64,0.0,0.0,0.0,8,0.0,0.0,0.0
PETJOH,15918.1,0.0,0.0,0.0,6,0.0,0.0,0.0
VANMATWS,15890.27,3970.31,6603.99,0.0,8,2751.66,44.3,0.0
SOKDMI,15883.0,0.0,0.0,0.0,7,0.0,0.0,0.0
DURAUG,15876.72,0.0,0.0,0.0,5,0.0,0.0,0.0
GOLLAR,15817.16,0.0,0.0,0.0,5,0.0,0.0,0.0
AGRBRE,15808.810000000001,0.0,0.0,0.0,4,0.0,0.0,0.0
JAGSAM,15807.31,3082.86,10538.550000000001,105.0,6,4391.06,-29.8,3.41
TINBRI,15805.0,0.0,0.0,0.0,3,0.0,0.0,0.0
JASMAR,15779.14,0.0,0.0,0.0,5,0.0,0.0,0.0
SCHSTEEG,15736.89,0.0,0.0,0.0,4,0.0,0.0,0.0
ADS,15668.18,0.0,0.0,0.0,8,0.0,0.0,0.0
SUPSUSHE,15641.96,0.0,0.0,0.0,4,0.0,0.0,0.0
MOHSHASTON,15629.970000000001,0.0,0.0,0.0,4,0.0,0.0,0.0
KINDAR,15581.130000000001,1436.23,3146.99,0.0,4,1311.25,9.5,0.0
LEEJAYRV,15495.46,742.99,3504.56,0.0,7,1460.23,-49.1,0.0
JOHNRIC,15471.470000000001,0.0,0.0,0.0,6,0.0,0.0,0.0
VALHED,15465.74,0.0,0.0,0.0,6,0.0,0.0,0.0
WIDKRY,15455.27,0.0,0.0,0.0,6,0.0,0.0,0.0
SCHJAC,15453.9,1501.99,12444.92,0.0,3,5185.38,-71.0,0.0
SHIMIC,15443.16,0.0,0.0,0.0,3,0.0,0.0,0.0
ANDSCO,15438.09,0.0,0.0,0.0,8,0.0,0.0,0.0
ADAWID,15384.86,3843.0,11541.86,629.0,4,4809.11,-20.1,16.37
FISSTECH,15375.75,0.0,0.0,0.0,6,0.0,0.0,0.0
SIMPAT,15374.08,0.0,0.0,0.0,8,0.0,0.0,0.0
BLATHO,15349.199999999999,0.0,0.0,0.0,4,0.0,0.0,0.0
CONJONMO,15285.97,15147.97,138.0,0.0,7,57.5,26244.3,0.0
SULTHO,15249.99,0.0,4003.38,0.0,7,1668.08,-100.0,0.0
NEULAR,15232.16,0.0,0.0,0.0,7,0.0,0.0,0.0
ZIEMARWHE,15223.91,0.0,0.0,0.0,7,0.0,0.0,0.0
RAYROB,15221.2,0.0,0.0,0.0,4,0.0,0.0,0.0
GIBCHI,15220.43,0.0,0.0,0.0,8,0.0,0.0,0.0
THOROB,15200.48,0.0,0.0,0.0,3,0.0,0.0,0.0
WELPAI,15171.81,3632.97,11538.84,1063.99,6,4807.85,-24.4,29.29
OSTTAT,15169.92,0.0,0.0,0.0,3,0.0,0.0,0.0
DISNIC,15091.89,0.0,0.0,0.0,6,0.0,0.0,0.0
YOUMAR,15063.73,0.0,0.0,0.0,7,0.0,0.0,0.0
FRAMICSC,15014.0,0.0,0.0,0.0,2,0.0,0.0,0.0
ANDLER,15009.3,139.0,926.97,159.0,3,386.24,-64.0,114.39
SAJMOH,14983.75,0.0,0.0,0.0,9,0.0,0.0,0.0
GALCHR,14968.779999999999,0.0,0.0,0.0,7,0.0,0.0,0.0
FARCHR,14958.5,0.0,0.0,0.0,4,0.0,0.0,0.0
SUBMICNAP,14953.769999999999,0.0,0.0,0.0,7,0.0,0.0,0.0
SCHJOE,14866.0,0.0,0.0,0.0,5,0.0,0.0,0.0
SCABRI,14854.68,0.0,0.0,0.0,3,0.0,0.0,0.0
NICLAU,14843.88,11473.92,3369.96,0.0,4,1404.15,717.1,0.0
STOFAY,14839.91,0.0,0.0,0.0,8,0.0,0.0,0.0
ANEDAN,14804.95,0.0,0.0,0.0,4,0.0,0.0,0.0
GOETOM,14777.25,0.0,0.0,0.0,7,0.0,0.0,0.0
KILJEF,14772.94,0.0,0.0,0.0,5,0.0,0.0,0.0
HOUJOH,14731.65,0.0,849.48,0.0,7,353.95,-100.0,0.0
WYGJAY,14713.51,0.0,0.0,0.0,4,0.0,0.0,0.0
SPAKAT,14693.94,0.0,0.0,0.0,5,0.0,0.0,0.0
DEATER,14663.5,0.0,0.0,0.0,6,0.0,0.0,0.0
HASFAYFL,14642.81,4565.36,10077.45,213.49,7,4198.94,8.7,4.68
KULGLE,14583.21,0.0,0.0,0.0,5,0.0,0.0,0.0
SZASCO,14581.12,899.0,500.0,799.98,9,208.33,331.5,88.99
ETCPAUNL,14577.45,0.0,0.0,0.0,8,0.0,0.0,0.0
PASKARRV,14549.01,0.0,0.0,0.0,7,0.0,0.0,0.0
LASNIK,14530.880000000001,0.0,0.0,0.0,5,0.0,0.0,0.0
JOHDENLA,14508.89,35.0,2129.99,0.0,5,887.5,-96.1,0.0
FLEPAT,14499.49,0.0,0.0,0.0,8,0.0,0.0,0.0
MCNJOH,14444.6,0.0,0.0,0.0,6,0.0,0.0,0.0
SHEGEN,14442.01,0.0,0.0,0.0,7,0.0,0.0,0.0
PPOSTLEO,14432.96,2996.99,6973.98,0.0,3,2905.82,3.1,0.0
DANROB,14401.220000000001,0.0,270.73,0.0,6,112.8,-100.0,0.0
GRECHR,14390.5,0.0,0.0,0.0,7,0.0,0.0,0.0
RYAKEV,14327.64,0.0,0.0,0.0,7,0.0,0.0,0.0
SCHRAC,14321.74,0.0,0.0,0.0,7,0.0,0.0,0.0
PISNIC,14311.06,0.0,0.0,0.0,8,0.0,0.0,0.0
MALTHO,14293.35,0.0,0.0,0.0,4,0.0,0.0,0.0
BIESUS,14275.9,0.0,0.0,0.0,8,0.0,0.0,0.0
SCHCONBE,14246.98,0.0,1320.8,239.98000000000002,7,550.33,-100.0,0.0
ZIEELI,14216.21,3192.61,8006.87,1805.98,6,3336.2,-4.3,56.57
DEFDAV,14126.95,9020.97,4956.98,0.0,2,2065.41,336.8,0.0
PAOGAB,14119.5,0.0,0.0,0.0,7,0.0,0.0,0.0
VANLAU,14081.66,1967.99,8035.67,318.0,4,3348.2,-41.2,16.16
PATBRI,14073.48,0.0,0.0,0.0,6,0.0,0.0,0.0
ROUBRA,14036.359999999999,278.0,1878.89,0.0,4,782.87,-64.5,0.0
GOORIC,14004.76,0.0,0.0,0.0,6,0.0,0.0,0.0
DEAROBCH,13996.71,0.0,0.0,0.0,7,0.0,0.0,0.0
JURANDCH,13988.96,0.0,0.0,0.0,6,0.0,0.0,0.0
CALSAM,13930.77,165.99,10312.34,0.0,7,4296.81,-96.1,0.0
MCDSHA,13904.38,0.0,0.0,0.0,3,0.0,0.0,0.0
JAYPOO,13893.970000000001,4277.0,8616.97,0.0,4,3590.4,19.1,0.0
FLYDON,13889.150000000001,0.0,0.0,0.0,8,0.0,0.0,0.0
JAVJAM,13851.42,1803.79,3300.0,0.0,5,1375.0,31.2,0.0
ZIEMARWH,13829.59,0.0,270.73,0.0,7,112.8,-100.0,0.0
DERRAL,13787.96,0.0,0.0,0.0,4,0.0,0.0,0.0
DACSTE,13751.31,0.0,0.0,0.0,6,0.0,0.0,0.0
GAIMAR,13746.9,0.0,0.0,0.0,5,0.0,0.0,0.0
TANFRA,13741.64,309.74,433.95,0.0,8,180.81,71.3,0.0
KAPSTE,13692.19,0.0,0.0,0.0,5,0.0,0.0,0.0
RYNMIC,13691.4,0.0,0.0,0.0,3,0.0,0.0,0.0
GERTHO,13686.86,109.78,551.99,0.0,7,230.0,-52.3,0.0
GOPSAN,13667.29,0.0,1088.92,0.0,7,453.72,-100.0,0.0
MATSIN,13648.66,962.91,2232.2999999999997,315.0,7,930.12,3.5,32.71
QUAFAT,13625.0,0.0,0.0,0.0,7,0.0,0.0,0.0
PHIJOS,13571.56,0.0,0.0,0.0,6,0.0,0.0,0.0
KNABEN,13503.45,0.0,0.0,0.0,4,0.0,0.0,0.0
LIGMAKWH,13486.45,0.0,0.0,0.0,8,0.0,0.0,0.0
PAIADI,13481.41,1340.0,8000.0,0.0,5,3333.33,-59.8,0.0
MOOJOHHOM,13476.45,0.0,0.0,0.0,8,0.0,0.0,0.0
SIGMUN,13467.32,0.0,0.0,0.0,6,0.0,0.0,0.0
SEIVAL,13403.84,0.0,0.0,0.0,5,0.0,0.0,0.0
PASKARPH,13403.25,0.0,0.0,0.0,6,0.0,0.0,0.0
HEIJAMGUI,13395.130000000001,0.0,0.0,0.0,7,0.0,0.0,0.0
URDMON,13350.16,0.0,0.0,0.0,7,0.0,0.0,0.0
SHASYE,13344.9,255.99,140.0,0.0,7,58.33,338.8,0.0
HARNIK,13336.79,0.0,0.0,0.0,8,0.0,0.0,0.0
ATTWASCARL,13326.81,0.0,0.0,0.0,4,0.0,0.0,0.0
KUERYA,13324.09,0.0,0.0,0.0,7,0.0,0.0,0.0
VUKSCO,13295.14,0.0,0.0,0.0,4,0.0,0.0,0.0
HYNJEFCC,13294.43,0.0,0.0,0.0,5,0.0,0.0,0.0
ISRHAM,13202.78,0.0,2139.65,0.0,5,891.52,-100.0,0.0
LAGRIC,13181.24,1493.92,397.0,0.0,6,165.42,803.1,0.0
PETLEW,13174.34,0.0,0.0,0.0,5,0.0,0.0,0.0
COSJAM,13159.95,0.0,0.0,0.0,4,0.0,0.0,0.0
SCHJON,13156.27,2187.2,5354.11,0.0,5,2230.88,-2.0,0.0
OCAJAM,13140.62,2418.89,1147.18,0.0,7,477.99,406.1,0.0
MINMICGV,13132.92,0.0,1156.99,0.0,3,482.08,-100.0,0.0
NOSRIC,13087.789999999999,0.0,0.0,0.0,5,0.0,0.0,0.0
ISLSAM,13080.0,0.0,0.0,0.0,3,0.0,0.0,0.0
FLYKAR,13079.35,0.0,0.0,0.0,8,0.0,0.0,0.0
STRROSCH,13066.050000000001,0.0,0.0,0.0,6,0.0,0.0,0.0
GIEROB,13061.11,0.0,0.0,0.0,3,0.0,0.0,0.0
JANJEF,12996.47,0.0,0.0,0.0,6,0.0,0.0,0.0
FRIMEL,12944.9,0.0,0.0,0.0,6,0.0,0.0,0.0
AMAMAR,12928.13,0.0,1858.72,0.0,8,774.47,-100.0,0.0
DYMMICGL,12915.52,0.0,0.0,0.0,8,0.0,0.0,0.0
KORJOH,12908.81,0.0,0.0,0.0,8,0.0,0.0,0.0
SIMSOO,12884.95,0.0,0.0,0.0,4,0.0,0.0,0.0
KIRKENFF,12870.94,0.0,12870.94,0.0,3,5362.89,-100.0,0.0
PATTRU,12868.880000000001,0.0,1413.96,0.0,7,589.15,-100.0,0.0
LEURINSV,12857.97,2295.94,5041.0,60.0,6,2100.42,9.3,2.61
CHOIRBBRI,12845.89,0.0,0.0,0.0,6,0.0,0.0,0.0
DEFEDWCOL1,12833.0,0.0,0.0,0.0,6,0.0,0.0,0.0
PULJON,12829.33,0.0,0.0,0.0,7,0.0,0.0,0.0
WOLMAR,12740.65,0.0,0.0,0.0,5,0.0,0.0,0.0
BARJOS,12734.5,0.0,0.0,0.0,3,0.0,0.0,0.0
GRATERR,12730.880000000001,0.0,0.0,0.0,4,0.0,0.0,0.0
KATPET,12725.05,0.0,0.0,0.0,9,0.0,0.0,0.0
JONDONTP,12723.86,0.0,0.0,0.0,5,0.0,0.0,0.0
BERBRE,12722.89,0.0,1069.98,0.0,4,445.83,-100.0,0.0
ROHJAM,12722.4,0.0,0.0,0.0,5,0.0,0.0,0.0
LYNJOHNRF,12689.43,0.0,0.0,0.0,5,0.0,0.0,0.0
VILROS,12688.65,0.0,0.0,0.0,8,0.0,0.0,0.0
BUKMIC,12677.82,0.0,330.39,0.0,4,137.66,-100.0,0.0
FARYAS,12667.8,5550.95,6009.86,0.0,4,2504.11,121.7,0.0
RHESTE,12659.31,0.0,0.0,0.0,4,0.0,0.0,0.0
CAMDUS,12650.96,0.0,0.0,0.0,3,0.0,0.0,0.0
FROTYL,12644.77,0.0,0.0,0.0,3,0.0,0.0,0.0
PPMILPAU,12614.95,0.0,0.0,0.0,3,0.0,0.0,0.0
ARNIVA,12612.5,0.0,0.0,0.0,6,0.0,0.0,0.0
PAGCAR,12601.970000000001,1842.0,6407.99,0.0,6,2670.0,-31.0,0.0
ZIEMAT,12596.41,483.98,0.0,0.0,7,0.0,0.0,0.0
WELTAG,12548.369999999999,0.0,0.0,0.0,5,0.0,0.0,0.0
HOLBRY,12544.0,0.0,0.0,0.0,3,0.0,0.0,0.0
SINSUN,12531.71,2459.9300000000003,5485.93,0.0,7,2285.8,7.6,0.0
POKGAI,12525.35,0.0,0.0,0.0,5,0.0,0.0,0.0
HAGERI,12492.83,0.0,0.0,0.0,6,0.0,0.0,0.0
DABJOS,12490.4,466.97,869.96,0.0,7,362.48,28.8,0.0
RUTJEF,12439.94,0.0,12296.94,0.0,4,5123.73,-100.0,0.0
BREBRI,12425.810000000001,341.96000000000004,616.94,0.0,4,257.06,33.0,0.0
STEGRE,12412.69,0.0,0.0,0.0,8,0.0,0.0,0.0
SLOMARJ,12392.5,0.0,0.0,0.0,6,0.0,0.0,0.0
SMIPAT,12359.1,0.0,0.0,0.0,5,0.0,0.0,0.0
DECGEO,12343.39,0.0,1849.0,0.0,6,770.42,-100.0,0.0
PARSTE,12305.5,0.0,0.0,0.0,3,0.0,0.0,0.0
CHAROB,12304.86,3698.76,6500.34,0.0,7,2708.48,36.6,0.0
JUNKEL,12298.45,0.0,0.0,0.0,7,0.0,0.0,0.0
MCCJAM,12231.98,0.0,0.0,0.0,7,0.0,0.0,0.0
ROTREG,12209.96,0.0,0.0,0.0,8,0.0,0.0,0.0
HICBRI,12204.25,0.0,0.0,0.0,7,0.0,0.0,0.0
SANJOSWI,12186.95,0.0,3546.99,0.0,2,1477.91,-100.0,0.0
REZPAY,12182.5,0.0,0.0,0.0,7,0.0,0.0,0.0
TOFPET,12180.970000000001,0.0,0.0,0.0,4,0.0,0.0,0.0
UHRJOS,12164.69,0.0,0.0,0.0,7,0.0,0.0,0.0
KAPSIMOL,12161.02,0.0,0.0,0.0,6,0.0,0.0,0.0
MICJOH,12148.48,0.0,0.0,0.0,6,0.0,0.0,0.0
BELSONAO4,12116.94,0.0,0.0,0.0,3,0.0,0.0,0.0
SOMMEDO,12078.42,0.0,4438.85,0.0,5,1849.52,-100.0,0.0
KOSEL,12047.86,0.0,0.0,0.0,6,0.0,0.0,0.0
LEEAND,12038.14,650.26,3508.53,841.84,7,1461.89,-55.5,129.46
UTAGAB,12032.92,1501.99,2943.98,0.0,5,1226.66,22.4,0.0
BOSLAU,12025.970000000001,0.0,0.0,0.0,3,0.0,0.0,0.0
ZANMAR,11978.37,0.0,0.0,0.0,5,0.0,0.0,0.0
MASSJOHN,11916.46,0.0,0.0,0.0,7,0.0,0.0,0.0
KINKIM,11900.81,0.0,0.0,0.0,5,0.0,0.0,0.0
WHICAR,11900.7,0.0,0.0,0.0,6,0.0,0.0,0.0
WUEDAN,11880.88,0.0,0.0,0.0,4,0.0,0.0,0.0
CERMIC,11877.68,0.0,0.0,0.0,7,0.0,0.0,0.0
GRUJOH,11867.88,0.0,0.0,0.0,4,0.0,0.0,0.0
BERDANCP,11835.53,1353.9,0.0,0.0,6,0.0,0.0,0.0
TURDAV,11823.65,0.0,0.0,0.0,6,0.0,0.0,0.0
GONDMIC,11818.83,0.0,0.0,0.0,7,0.0,0.0,0.0
HRUHEA,11786.4,0.0,0.0,0.0,7,0.0,0.0,0.0
HAMPHI,11778.15,0.0,0.0,0.0,7,0.0,0.0,0.0
SKUSAMCH,11695.57,0.0,0.0,0.0,8,0.0,0.0,0.0
MACERI,11682.98,0.0,0.0,0.0,5,0.0,0.0,0.0
PASJIL,11657.1,0.0,909.96,0.0,9,379.15,-100.0,0.0
CHIDOL,11653.03,0.0,0.0,0.0,7,0.0,0.0,0.0
SOLANN,11615.04,0.0,0.0,0.0,8,0.0,0.0,0.0
KUCWIL,11594.689999999999,0.0,0.0,0.0,7,0.0,0.0,0.0
BANSTE,11588.65,0.0,11321.67,0.0,6,4717.36,-100.0,0.0
WOLDUA,11560.5,0.0,0.0,0.0,4,0.0,0.0,0.0
NASANG,11551.96,576.0,1448.96,0.0,3,603.73,-4.6,0.0
TSAMEN,11549.17,0.0,0.0,0.0,5,0.0,0.0,0.0
MOOJOHOL,11501.0,0.0,0.0,0.0,4,0.0,0.0,0.0
YOUALECHI,11495.720000000001,0.0,0.0,0.0,8,0.0,0.0,0.0
NIMNIC,11489.869999999999,0.0,0.0,0.0,4,0.0,0.0,0.0
SZESHA,11489.56,0.0,0.0,0.0,7,0.0,0.0,0.0
PERTIM,11477.93,0.0,0.0,0.0,4,0.0,0.0,0.0
SEERAN,11453.92,514.97,1224.96,0.0,6,510.4,0.9,0.0
VILGIL,11443.78,0.0,3284.2000000000003,0.0,6,1368.42,-100.0,0.0
SHASAM,11417.95,0.0,0.0,0.0,4,0.0,0.0,0.0
LEISHE,11408.6,0.0,228.23000000000002,0.0,6,95.1,-100.0,0.0
SCHJEF,11387.199999999999,179.99,608.97,0.0,3,253.74,-29.1,0.0
MATMIC,11379.25,0.0,0.0,0.0,8,0.0,0.0,0.0
DECEUG,11368.25,0.0,0.0,0.0,6,0.0,0.0,0.0
SUTVAT,11359.65,0.0,1221.98,0.0,5,509.16,-100.0,0.0
VILGILCH,11351.94,4304.65,6519.360000000001,317.0,7,2716.4,58.5,7.36
LEESTEBER,11341.45,0.0,0.0,0.0,6,0.0,0.0,0.0
SHOFRA,11326.279999999999,0.0,0.0,0.0,6,0.0,0.0,0.0
MYEMIT,11323.8,0.0,0.0,0.0,4,0.0,0.0,0.0
VINCENT,11321.2,0.0,0.0,0.0,4,0.0,0.0,0.0
ELCNIC,11310.5,0.0,0.0,0.0,3,0.0,0.0,0.0
MALROB,11305.6,0.0,0.0,0.0,5,0.0,0.0,0.0
PETDAVIN,11272.69,0.0,0.0,0.0,7,0.0,0.0,0.0
SIGRIC,11262.970000000001,159.0,194.0,0.0,4,80.83,96.7,0.0
MARTIN,11241.72,0.0,0.0,0.0,7,0.0,0.0,0.0
AKHNID,11205.59,0.0,0.0,0.0,7,0.0,0.0,0.0
CURDAV,11188.0,0.0,0.0,0.0,8,0.0,0.0,0.0
FRECHA,11183.5,0.0,0.0,0.0,6,0.0,0.0,0.0
POSJOY,11178.98,0.0,0.0,0.0,8,0.0,0.0,0.0
DEWGLESG,11164.23,0.0,0.0,0.0,7,0.0,0.0,0.0
PATRAJ,11142.87,999.95,1623.94,0.0,6,676.64,47.8,0.0
PARAJE,11123.0,0.0,0.0,0.0,4,0.0,0.0,0.0
PULDON,11096.95,0.0,0.0,0.0,5,0.0,0.0,0.0
ILAANT,11094.4,0.0,0.0,0.0,7,0.0,0.0,0.0
SUBMIC,11081.42,0.0,0.0,0.0,7,0.0,0.0,0.0
LOFCRI,11075.62,0.0,0.0,0.0,7,0.0,0.0,0.0
CULTAR,11067.75,0.0,0.0,0.0,5,0.0,0.0,0.0
WINADAGEN,11031.78,0.0,0.0,0.0,7,0.0,0.0,0.0
MOCJUS,11018.59,0.0,0.0,0.0,7,0.0,0.0,0.0
LOVTAD,10995.82,0.0,558.97,0.0,3,232.9,-100.0,0.0
PATAMI,10987.96,0.0,0.0,0.0,5,0.0,0.0,0.0
PATSHEDO,10964.71,3668.88,5790.06,1161.0,6,2412.52,52.1,31.64
LUCSTE,10963.5,0.0,0.0,0.0,5,0.0,0.0,0.0
HANTIM,10961.9,0.0,0.0,0.0,7,0.0,0.0,0.0
MITPAT,10960.67,0.0,0.0,0.0,6,0.0,0.0,0.0
RADDAV,10953.97,0.0,0.0,0.0,2,0.0,0.0,0.0
VOHSAF,10942.04,4507.56,4454.9,288.49,8,1856.21,142.8,6.4
CABSUS,10933.42,0.0,2564.99,0.0,6,1068.75,-100.0,0.0
MOOYOO,10901.0,0.0,0.0,0.0,4,0.0,0.0,0.0
SWAKAR,10875.17,0.0,0.0,0.0,7,0.0,0.0,0.0
POGTHO,10858.76,0.0,0.0,0.0,5,0.0,0.0,0.0
MACERIMU,10852.97,210.0,8923.0,0.0,7,3717.92,-94.4,0.0
MANMAR,10846.7,0.0,0.0,0.0,3,0.0,0.0,0.0
ANKEV,10822.72,0.0,0.0,0.0,5,0.0,0.0,0.0
BLAKAR,10817.1,0.0,0.0,0.0,8,0.0,0.0,0.0
PAVCHR,10815.75,0.0,0.0,0.0,4,0.0,0.0,0.0
GOYRINPPK,10813.81,0.0,0.0,0.0,7,0.0,0.0,0.0
JELRAY,10812.45,0.0,0.0,0.0,4,0.0,0.0,0.0
SPRROB,10799.5,0.0,0.0,0.0,3,0.0,0.0,0.0
KALKEI,10781.75,0.0,0.0,0.0,8,0.0,0.0,0.0
HAGKAI,10779.01,0.0,1315.0,0.0,7,547.92,-100.0,0.0
MCCKEN,10775.42,0.0,0.0,0.0,4,0.0,0.0,0.0
FULJAMKE,10773.96,0.0,0.0,0.0,3,0.0,0.0,0.0
CEPDAL,10763.89,0.0,0.0,0.0,8,0.0,0.0,0.0
NAIHEM,10755.970000000001,417.0,650.0,546.0,3,270.83,54.0,130.94
ANSASIBB,10741.97,0.0,0.0,0.0,5,0.0,0.0,0.0
BORDEM,10741.93,467.97,1947.7600000000002,116.97999999999999,5,811.57,-42.3,25.0
HENSHA,10725.33,417.99,1592.92,0.0,3,663.72,-37.0,0.0
SKOSTE,10673.5,0.0,0.0,0.0,6,0.0,0.0,0.0
HOGDAN,10666.14,0.0,0.0,0.0,6,0.0,0.0,0.0
MASJOHVT,10660.15,0.0,0.0,0.0,5,0.0,0.0,0.0
MCLERI,10636.5,0.0,0.0,0.0,6,0.0,0.0,0.0
KIRHEL,10634.5,0.0,0.0,0.0,5,0.0,0.0,0.0
LIGJOC,10602.89,1116.88,5686.72,0.0,7,2369.47,-52.9,0.0
HOUNIC,10587.75,0.0,0.0,0.0,8,0.0,0.0,0.0
MCDJAS,10583.7,0.0,0.0,0.0,6,0.0,0.0,0.0
PPHANEMIE,10535.31,0.0,0.0,0.0,7,0.0,0.0,0.0
ALAMOH,10531.41,0.0,0.0,0.0,4,0.0,0.0,0.0
