current_year,ytd_current,ytd_prior,ly_full_year,ltd_total,ytd_target,target_growth_pct,actual_growth_pct,on_track,months_elapsed
2026,1988353.8599999999,2306649.8500000006,5535959.640000001,83713599.57,2468115.3395000007,7.0,-13.8,False,5
