account_id,ytd_implant_sales,ly_implant_sales,ytd_implant_remakes
KAPLEO,0.0,0.0,0.0
KAPMOR,0.0,0.0,0.0
KAPSCO,0.0,0.0,0.0
KAPSIMHIN,0.0,194.0,0.0
KAPSIMOL,0.0,0.0,0.0
KARBRI,0.0,0.0,0.0
KARSPI,0.0,0.0,0.0
KASBEL,0.0,0.0,0.0
KASMAR,0.0,0.0,0.0
KASMICBR,0.0,0.0,0.0
KASMIK,0.0,0.0,0.0
KASNIK,0.0,0.0,0.0
KATPET,0.0,0.0,0.0
KAULOU,0.0,0.0,0.0
KOSMIC,0.0,0.0,0.0
KOUCAN,0.0,0.0,0.0
GATAND,0.0,0.0,0.0
LEVROR,0.0,0.0,0.0
LEESOOHE,0.0,0.0,0.0
LEESTEWES,0.0,0.0,0.0
LEETIM,0.0,0.0,0.0
LEGGAB,0.0,0.0,0.0
LEICAL,0.0,0.0,0.0
LEISHE,0.0,0.0,0.0
LEMLOR,0.0,0.0,0.0
LENTRA,0.0,0.0,0.0
LERRIC,0.0,194.0,0.0
LEURIN,0.0,0.0,0.0
LEURINSV,0.0,369.0,0.0
LEVSHI,0.0,0.0,0.0
KOUKEI2,0.0,0.0,0.0
LEZBEA,0.0,0.0,0.0
LIBALL,0.0,0.0,0.0
LIBSTE,0.0,0.0,0.0
LIGMAKWH,0.0,0.0,0.0
LIGMAR,0.0,194.0,0.0
LINGAR,0.0,0.0,0.0
LINVIN,0.0,0.0,0.0
LIPJAM,0.0,0.0,0.0
LOCCAR,0.0,0.0,0.0
LODPETAUR,0.0,0.0,0.0
LODPETYOR,0.0,0.0,0.0
LEEJONBER,0.0,0.0,0.0
LEEJAYRV,0.0,0.0,0.0
LEEJAY,0.0,0.0,0.0
LEEANT,0.0,0.0,0.0
KOVSTE,0.0,0.0,0.0
KOZDAV,0.0,0.0,0.0
KOZJOH,0.0,0.0,0.0
KOZJOHOL,0.0,0.0,0.0
KRAPET,0.0,0.0,0.0
KROERI,0.0,0.0,0.0
KROJAM,0.0,0.0,0.0
KROKEN,0.0,0.0,0.0
KUCWIL,0.0,0.0,0.0
KWITHO,0.0,0.0,0.0
LACMAT,0.0,0.0,0.0
LAGRIC,0.0,0.0,0.0
LAMLOR,0.0,0.0,0.0
LAMROB,0.0,0.0,0.0
LAPJEF,0.0,0.0,0.0
LATKIMPAL,0.0,0.0,0.0
LAUKAT,0.0,0.0,0.0
LAVANT,0.0,0.0,0.0
LAWSTE,0.0,0.0,0.0
LAYREE,0.0,0.0,0.0
LEBRAF,0.0,349.99,0.0
LEBRAFB,0.0,250.0,0.0
LEEALI,0.0,169.0,0.0
JOVIRE,0.0,0.0,0.0
JOUCYN,0.0,0.0,0.0
JONDONTP,0.0,0.0,0.0
GREPAU,0.0,0.0,0.0
GOVMON,0.0,100.0,0.0
GOYRAC,0.0,0.0,0.0
GRAALE,0.0,0.0,0.0
GRABEN,0.0,49.0,0.0
GRAKRYCH,0.0,128.7,0.0
GRARAV,0.0,0.0,0.0
GRAVICDES,0.0,0.0,0.0
GRAVICHE,0.0,0.0,0.0
GRAVICPR,0.0,0.0,0.0
GREDAN,0.0,0.0,0.0
GREGGA,0.0,0.0,0.0
GRIJAMO,0.0,0.0,0.0
JOHKEN,0.0,0.0,0.0
GRISTE,0.0,0.0,0.0
GROKONSCH,0.0,0.0,0.0
GRUJOH,0.0,0.0,0.0
GRUJOHCH,0.0,0.0,0.0
GUAMIC,0.0,0.0,0.0
GUDCHR,0.0,0.0,0.0
GUPKAV,0.0,0.0,0.0
GURPHI,0.0,0.0,0.0
GUZMAR,0.0,0.0,0.0
HAGKAI,0.0,0.0,0.0
HALJAS,0.0,0.0,0.0
GOTMAT,0.0,0.0,0.0
GORMIC,0.0,0.0,0.0
GORANG,0.0,0.0,0.0
GOPSAN,0.0,194.0,0.0
GATGUY,0.0,450.0,0.0
GATJOS,0.0,0.0,0.0
GENCHR,0.0,0.0,0.0
GENJEF,0.0,0.0,0.0
GENLAR,0.0,0.0,0.0
GENPAT,0.0,0.0,0.0
GEOCHR,0.0,0.0,0.0
GERGRE,0.0,0.0,0.0
GIAJOH,0.0,0.0,0.0
GIATAM,0.0,0.0,0.0
GIBCHI,0.0,0.0,0.0
GIEMEL,0.0,0.0,0.0
GIUKRI,0.0,0.0,0.0
GLAJEF,0.0,0.0,0.0
GOEDAN,0.0,0.0,0.0
GOEPAN,0.0,300.0,0.0
GOERON,0.0,0.0,0.0
GOLDCAR,0.0,0.0,0.0
GOLIRA,0.0,0.0,0.0
GOLLAR,0.0,0.0,0.0
GOLMICH,0.0,0.0,0.0
GONDMIC,0.0,0.0,0.0
GONPRA,0.0,0.0,0.0
HALLEN,0.0,0.0,0.0
HAMMATNAP,0.0,0.0,0.0
HAMWIL,0.0,0.0,0.0
HOLMAR,0.0,0.0,0.0
HOMBRI,0.0,0.0,0.0
HORANT,0.0,0.0,0.0
HRUHEA,0.0,0.0,0.0
HUDCHR,0.0,0.0,0.0
HUDJAM,0.0,0.0,0.0
HUFALI,0.0,0.0,0.0
HUFALIHIN,0.0,900.0,0.0
HUTFRA,0.0,0.0,0.0
HYDMAR,0.0,0.0,0.0
HYVIRE,0.0,0.0,0.0
INCFRA,0.0,0.0,0.0
INGDAV,0.0,0.0,0.0
IWAAGG,0.0,0.0,0.0
IZZKAR,0.0,0.0,0.0
JACERI,0.0,0.0,0.0
JAEJOH,0.0,0.0,0.0
JAIPRI,0.0,0.0,0.0
JAMDOU,0.0,0.0,0.0
JANJAM,0.0,0.0,0.0
JANJEF,0.0,0.0,0.0
JANKEL,0.0,0.0,0.0
JASMAR,0.0,0.0,0.0
JIMJOH,0.0,0.0,0.0
HOLMARLA,0.0,55.9,0.0
HOIWIL,0.0,0.0,0.0
HANJOO,0.0,0.0,0.0
HOGDAN,0.0,0.0,0.0
HANLAU,0.0,0.0,0.0
HANMIR,0.0,608.0,0.0
HANNID,0.0,0.0,0.0
HANPATSK,0.0,0.0,0.0
HARNIK,0.0,0.0,0.0
HARPET,0.0,0.0,0.0
HARRAC,0.0,0.0,0.0
HARRACHUN,0.0,0.0,0.0
HASJAC,0.0,439.4,0.0
HASJOS,0.0,0.0,0.0
HATMAR,0.0,0.0,0.0
HATUZM,0.0,0.0,0.0
HAUMARY,0.0,0.0,0.0
HAUTHE,0.0,0.0,0.0
HEAPAT,0.0,0.0,0.0
HEFBEN,0.0,0.0,0.0
HENCAR,0.0,0.0,0.0
HICBRI,0.0,0.0,0.0
HILEMI,0.0,0.0,0.0
HISBRA,0.0,0.0,0.0
HOFMIC,0.0,0.0,0.0
HOFSTE,0.0,0.0,0.0
HOFSTENW,0.0,0.0,0.0
ZWIJOH,0.0,0.0,0.0
