account_id,ltd_sales,ytd_sales,ly_sales,ytd_remake,product_lines,yoy_growth_pct,remake_rate_pct,cum_ltd,cum_pct
SHECAR,118991.58,1687.65,0.0,0.0,8,0.0,0.0,38956303.760000035,0.4664335802797518
KMADANMUN,118354.87,0.0,933.98,0.0,8,-100.0,0.0,39074658.63000003,0.4678506727764565
HANMIR,118067.67,9935.97,35838.2,0.0,7,-72.3,0.0,39192726.300000034,0.4692643265556411
MORPAU,117874.87,3966.19,17039.07,163.98,9,-76.7,4.13,39310601.17000003,0.4706756718921451
LENMIC,117380.99,1820.74,9823.5,0.0,8,-81.5,0.0,39427982.16000003,0.4720811038797327
GENJEF,116163.14,0.0,0.0,0.0,7,0.0,0.0,39544145.300000034,0.47347195424429867
BELTHO,115878.36,0.0,0.0,0.0,8,0.0,0.0,39660023.66000003,0.47485939486661055
BAICHA,114763.3,3681.0,12405.0,0.0,7,-70.3,0.0,39774786.96000003,0.47623348459631126
HOMBRI,114700.52,0.0,0.0,0.0,9,0.0,0.0,39889487.480000034,0.4776068226453508
NUCMAG,114669.12,11734.119999999999,22565.37,260.0,7,-48.0,2.22,40004156.60000003,0.4789797847343272
DEAROB,112593.34999999999,0.0,0.0,0.0,8,0.0,0.0,40116749.95000003,0.48032789310928337
SINPAU,112085.62,9187.78,25708.66,167.0,9,-64.3,1.82,40228835.57000003,0.4816699223058047
MYRCATH,111829.96,0.0,3627.08,0.0,6,-100.0,0.0,40340665.53000003,0.4830088904211242
HALJAS,111391.89,0.0,0.0,0.0,7,0.0,0.0,40452057.42000003,0.4843426134146331
LEEJONBER,111319.97,0.0,0.0,0.0,7,0.0,0.0,40563377.39000003,0.4856754752919719
VARDAV,111296.73,0.0,0.0,0.0,7,0.0,0.0,40674674.12000003,0.48700805891097093
LEURIN,109852.81,5993.86,10609.45,0.0,9,-43.5,0.0,40784526.93000003,0.48832335411422645
POLALE,109839.38,0.0,0.0,0.0,7,0.0,0.0,40894366.31000003,0.48963848851672886
SACWIL,109441.07,0.0,0.0,0.0,7,0.0,0.0,41003807.38000003,0.4909488538538572
PERLUI,109041.22,23709.59,53560.64,3137.42,9,-55.7,13.23,41112848.60000003,0.4922544316868059
MOLRYASH,108786.63,0.0,0.0,0.0,7,0.0,0.0,41221635.230000034,0.4935569612499307
PETCHR,108770.51,5775.5199999999995,23374.2,195.0,8,-75.3,3.38,41330405.74000003,0.4948592978042587
VILGILPH,108679.45999999999,0.0,0.0,0.0,8,0.0,0.0,41439085.20000003,0.4961605441941362
COLBER,108350.91,747.5,17360.39,747.5,8,-95.7,100.0,41547436.11000003,0.49745785677258875
JACDAV,107974.66,0.0,0.0,0.0,6,0.0,0.0,41655410.770000026,0.49875066441557153
MAZANN,106910.43,0.0,0.0,0.0,7,0.0,0.0,41762321.200000025,0.500030729766262
HYVIRE,106239.38,7084.87,20290.61,0.0,9,-65.1,0.0,41868560.58000003,0.5013027604672594
STOMARC,105849.63,9343.39,25887.269999999997,210.0,8,-63.9,2.25,41974410.21000003,0.5025701245939065
ZEFDAV,105704.42,0.0,0.0,0.0,8,0.0,0.0,42080114.63000003,0.5038357500848603
JANJAM,104887.54,0.0,0.0,0.0,8,0.0,0.0,42185002.17000003,0.5050915948670125
PALCHR,104217.67,0.0,0.0,0.0,8,0.0,0.0,42289219.84000003,0.5063394191279073
KOSJOH,103462.83,0.0,0.0,0.0,9,0.0,0.0,42392682.67000003,0.5075782055004565
RIEMAR,103325.14,0.0,0.0,0.0,8,0.0,0.0,42496007.81000003,0.5088153432761556
GATGUY,101895.45999999999,4688.45,12989.11,218.97,7,-63.9,4.67,42597903.27000003,0.5100353631351972
NEANEA,100702.07,0.0,0.0,0.0,8,0.0,0.0,42698605.34000003,0.5112410942369222
GENCHR,100556.98,0.0,0.0,0.0,7,0.0,0.0,42799162.32000003,0.5124450881397441
OGRLIS,100386.13,5268.96,11050.9,0.0,9,-52.3,0.0,42899548.45000003,0.5136470364127321
MARALI,99928.9,0.0,1200.88,0.0,7,-100.0,0.0,42999477.35000003,0.5148435101564315
LEMLOR,99707.3,0.0,0.0,0.0,8,0.0,0.0,43099184.65000003,0.5160373306278382
FREKAT,99685.69,0.0,0.0,0.0,8,0.0,0.0,43198870.340000026,0.5172308923573034
RYASEA,98794.83,7760.32,27878.32,529.47,7,-72.2,6.82,43297665.170000024,0.5184137875969012
HANPATSK,98496.54,6018.58,8268.2,0.0,8,-27.2,0.0,43396161.71000002,0.5195931113356318
EBERIC,98113.23,8340.98,8982.15,0.0,6,-7.1,0.0,43494274.94000002,0.5207678456077446
LEEJAY,97958.01,0.0,0.0,0.0,7,0.0,0.0,43592232.95000002,0.5219407213919275
BARDEN,97734.39,0.0,673.46,0.0,8,-100.0,0.0,43689967.34000002,0.523110919717852
SEMCAR,97545.08,0.0,0.0,0.0,8,0.0,0.0,43787512.42000002,0.5242788513877398
MCCJOS,97359.8,4371.469999999999,14765.539999999999,236.96999999999997,7,-70.4,5.42,43884872.22000001,0.5254445646537902
JANPET,97346.69,4617.48,11103.66,0.0,7,-58.4,0.0,43982218.91000001,0.5266101209505275
HANJOO,95590.52,0.0,0.0,0.0,8,0.0,0.0,44077809.430000015,0.5277546501840783
MARJAM,94721.27,0.0,0.0,0.0,8,0.0,0.0,44172530.70000002,0.5288887716697033
YOUEHA,94367.34,0.0,0.0,0.0,7,0.0,0.0,44266898.04000002,0.5300186554628077
DARDAVSB,94285.07,2862.77,1311.97,0.0,7,118.2,0.0,44361183.11000002,0.5311475542166002
ABDKIM,93416.6,0.0,0.0,0.0,8,0.0,0.0,44454599.71000002,0.5322660545616023
BECDEN,92992.75,1268.3700000000001,1672.44,0.0,8,-24.2,0.0,44547592.46000002,0.5333794800444145
PARROG,92561.85,0.0,0.0,0.0,7,0.0,0.0,44640154.310000025,0.5344877462536216
SCHMIC,91852.23,0.0,0.0,0.0,9,0.0,0.0,44732006.54000002,0.5355875160048671
TEJDIM,91814.15,0.0,199.99,0.0,8,-100.0,0.0,44823820.69000002,0.5366868298147367
CASLEN,91661.72,7427.8,25218.730000000003,0.0,8,-70.5,0.0,44915482.41000002,0.537784318542045
WITMAT,91121.14,3949.81,18803.100000000002,199.99,8,-79.0,5.06,45006603.55000002,0.5388753347696423
ROCDAV,91102.5,0.0,0.0,0.0,8,0.0,0.0,45097706.05000002,0.539966127815852
BROCAR,90243.22,0.0,0.0,0.0,8,0.0,0.0,45187949.27000002,0.5410466324874423
GOLIRA,90013.52,0.0,0.0,0.0,8,0.0,0.0,45277962.79000002,0.5421243869034117
FONJEN,89870.23,0.0,15106.91,0.0,8,-100.0,0.0,45367833.02000002,0.5432004256723286
COLKRI,89377.66,0.0,3203.48,0.0,8,-100.0,0.0,45457210.680000015,0.544270566777287
WELJOD,88161.45,0.0,0.0,0.0,8,0.0,0.0,45545372.13000002,0.5453261458953547
DROSEA,87721.62,0.0,0.0,0.0,7,0.0,0.0,45633093.750000015,0.5463764588186909
AMEDAV,87439.73,0.0,0.0,0.0,8,0.0,0.0,45720533.48000001,0.5474233966024667
SUNJOO,87154.08,6943.37,9347.42,626.95,9,-25.7,9.03,45807687.56000001,0.5484669142272607
JACERI,86668.98,0.0,0.0,0.0,8,0.0,0.0,45894356.54000001,0.5495046236282769
SCHMICAO4,86193.86,1947.0,0.0,0.0,6,0.0,0.0,45980550.400000006,0.5505366442985544
COUEMI,85989.16,0.0,0.0,0.0,8,0.0,0.0,46066539.56,0.5515662140444714
ARONINROM,85753.01,2251.0,8065.84,0.0,7,-72.1,0.0,46152292.57,0.5525929563073021
SHADHARV,85437.27,0.0,0.0,0.0,7,0.0,0.0,46237729.84,0.5536159181360459
CIAANN,85084.83,0.0,0.0,0.0,8,0.0,0.0,46322814.67,0.5546346601124124
MANTRE,84847.32,2557.8,12088.83,249.97,8,-78.8,9.77,46407661.99,0.555650558322072
KHASABMP,84814.67,0.0,8901.91,0.0,7,-100.0,0.0,46492476.660000004,0.5566660656051056
EARAND,84258.56999999999,0.0,0.0,0.0,7,0.0,0.0,46576735.230000004,0.5576749145635815
CANMICD1,83938.23,0.0,0.0,0.0,7,0.0,0.0,46660673.46,0.5586799280110186
ABUSIM,83927.49,14527.29,27913.89,1153.97,9,-48.0,7.94,46744600.95,0.5596848128657463
ARNIVAMP,83312.06,1058.82,1810.81,0.0,8,-41.5,0.0,46827913.010000005,0.5606823290229692
PERMAR,83193.71,0.0,0.0,0.0,6,0.0,0.0,46911106.720000006,0.5616784281460051
GERGRE,82743.06,7445.12,12061.17,0.0,4,-38.3,0.0,46993849.78000001,0.5626691315237401
BRACHA,82628.76,0.0,0.0,0.0,6,0.0,0.0,47076478.54000001,0.5636584663589523
POSBRI,82615.76,1167.92,7636.52,0.0,7,-84.7,0.0,47159094.300000004,0.564647645541909
CHAGRE,82094.31999999999,0.0,0.0,0.0,5,0.0,0.0,47241188.620000005,0.5656305813931678
ZBOANN,81765.87,6561.87,11990.31,0.0,6,-45.3,0.0,47322954.49,0.5666095846303268
BAHMAN,81585.6,248.23000000000002,0.0,0.0,8,0.0,0.0,47404540.09,0.5675864294496329
KOSDEN,81101.7,0.0,0.0,0.0,8,0.0,0.0,47485641.79000001,0.5685574804130618
KORKEN,81042.09,0.0,0.0,0.0,9,0.0,0.0,47566683.88000001,0.5695278176510332
DANBRI,80705.89,1901.99,1150.84,0.0,8,65.3,0.0,47647389.77000001,0.5704941294822141
TRIRUS,80583.45999999999,0.0,0.0,0.0,7,0.0,0.0,47727973.23000001,0.5714589754283463
RAHADE,80056.82,0.0,0.0,0.0,6,0.0,0.0,47808030.05000001,0.5724175157818784
PLAROB,79103.47,3431.65,2307.31,0.0,8,48.7,0.0,47887133.52000001,0.5733646414371244
BORMAR,78705.46,0.0,0.0,0.0,8,0.0,0.0,47965838.98000001,0.5743070016189714
BLABRE,77990.5,0.0,0.0,0.0,8,0.0,0.0,48043829.48000001,0.5752408014056997
PARRIC,77852.55,0.0,0.0,0.0,7,0.0,0.0,48121682.03000001,0.5761729494825327
OZIERI,76134.77,0.0,0.0,0.0,7,0.0,0.0,48197816.80000001,0.5770845301492628
MORCHR,76103.62,5205.93,14417.69,116.97999999999999,8,-63.9,2.25,48273920.42000001,0.5779957378492421
LIPJAM,76033.54,0.0,0.0,0.0,8,0.0,0.0,48349953.96000001,0.5789061064638322
SUDAMINAP,75708.48,2355.94,6961.92,0.0,7,-66.2,0.0,48425662.440000005,0.5798125830536415
RANMAR,75121.09,3029.7400000000002,7793.92,239.98,8,-61.1,7.92,48500783.53000001,0.5807120266758877
CASGRA,74929.11,0.0,0.0,0.0,8,0.0,0.0,48575712.64000001,0.5816091716735186
FORDANELM,74338.36,0.0,0.0,0.0,8,0.0,0.0,48650051.00000001,0.582499243473465
LEBRAF,74185.16,5367.97,25413.56,0.0,8,-78.9,0.0,48724236.160000004,0.5833874809714474
LOUSERNV,73723.31999999999,0.0,13476.74,0.0,7,-100.0,0.0,48797959.480000004,0.5842701887434568
KICPET,73704.51,0.0,0.0,0.0,8,0.0,0.0,48871663.99,0.5851526712986258
LAVANT,73572.27,0.0,0.0,0.0,9,0.0,0.0,48945236.260000005,0.5860335705111596
HANEDM,73289.39,0.0,0.0,0.0,7,0.0,0.0,49018525.650000006,0.5869110827306151
KOSERI,72866.03,2652.8599999999997,3390.84,159.99,3,-21.8,6.03,49091391.68000001,0.5877835259547736
SLAMICHOM,72548.58,1215.89,4689.99,0.0,8,-74.1,0.0,49163940.260000005,0.5886521682705869
HONDAV,72513.21,0.0,0.0,0.0,9,0.0,0.0,49236453.470000006,0.5895203870925328
WINADMHIN,72479.62,0.0,0.0,0.0,8,0.0,0.0,49308933.09,0.5903882037329973
BACOLG,71450.28,893.98,0.0,0.0,7,0.0,0.0,49380383.370000005,0.5912436958278764
PATPAROL,71117.08,0.0,0.0,0.0,7,0.0,0.0,49451500.45,0.5920951984357162
DEAALA,71101.96,0.0,0.0,0.0,7,0.0,0.0,49522602.410000004,0.5929465200080097
GANPOO,70790.94,5100.7,15962.630000000001,0.0,7,-68.0,0.0,49593393.35,0.5937941176599583
SCHKIM,69592.92,0.0,0.0,0.0,5,0.0,0.0,49662986.27,0.594627371118441
LINGAR,69389.95999999999,0.0,0.0,0.0,8,0.0,0.0,49732376.230000004,0.5954581944860189
KNEMIC,69368.39,0.0,1525.96,0.0,6,-100.0,0.0,49801744.620000005,0.5962887595905851
MATJOSLOW,69358.16,572.0,1085.98,0.0,8,-47.3,0.0,49871102.78,0.5971192022087997
SCHADA,68333.24,0.0,0.0,0.0,8,0.0,0.0,49939436.02,0.5979373732031958
BECJAM,68279.86,404.23,448.96000000000004,0.0,7,-10.0,0.0,50007715.88,0.5987549050654846
BORKAT,67838.45,0.0,0.0,0.0,5,0.0,0.0,50075554.330000006,0.5995671518153064
SWAMAR,67605.57,0.0,0.0,0.0,8,0.0,0.0,50143159.900000006,0.6003766102345708
TAMSET,67269.97,0.0,0.0,0.0,8,0.0,0.0,50210429.870000005,0.6011820504309948
BELMAT,67148.29,0.0,0.0,0.0,9,0.0,0.0,50277578.160000004,0.6019860337223081
RODJORCP,67132.97,0.0,0.0,0.0,8,0.0,0.0,50344711.13,0.6027898335834249
SKOTHOELB,66847.7,0.0,0.0,0.0,8,0.0,0.0,50411558.830000006,0.603590217835395
MOSKEV,66836.08,0.0,0.0,0.0,8,0.0,0.0,50478394.910000004,0.6043904629581952
MUNART,66823.24,0.0,0.0,0.0,7,0.0,0.0,50545218.150000006,0.6051905543444601
SOLJOS,66303.47,0.0,0.0,0.0,7,0.0,0.0,50611521.620000005,0.6059844223943551
LODPETAUR,66297.97,0.0,0.0,0.0,8,0.0,0.0,50677819.59,0.6067782245913729
GALPET,66174.62,4919.4,8950.42,195.24,7,-45.0,3.97,50743994.21,0.6075705498879516
WEBBAR,65874.22,0.0,0.0,0.0,8,0.0,0.0,50809868.43,0.6083592784201047
REEDAVIN,65566.88,0.0,0.0,0.0,8,0.0,0.0,50875435.31,0.6091443270934743
SCOBEN,65241.28,0.0,0.0,0.0,6,0.0,0.0,50940676.59,0.6099254772765079
WASWIL,65026.12,0.0,0.0,0.0,7,0.0,0.0,51005702.71,0.6107040512949814
SUKMAJ,64743.99,3129.77,6981.47,105.99,8,-55.2,3.39,51070446.7,0.6114792473003147
COHADA,64562.3,623.0,50643.75,78.0,8,-98.8,12.52,51135009.0,0.6122522678857792
HASJOSWI,64323.96,0.0,0.0,0.0,9,0.0,0.0,51199332.96,0.6130224347667393
BOSREB,64304.28,0.0,0.0,0.0,8,0.0,0.0,51263637.24,0.6137923660141311
ATTALA,64091.5,0.0,808.4000000000001,0.0,8,-100.0,0.0,51327728.74,0.6145597495932991
THUHAD,63835.93,0.0,0.0,0.0,7,0.0,0.0,51391564.67,0.6153240731688576
HAUTHE,63823.53,0.0,0.0,0.0,6,0.0,0.0,51455388.2,0.616088248276111
MILPAU,63367.06,0.0,0.0,0.0,7,0.0,0.0,51518755.260000005,0.616846957953746
KURMAT,63056.310000000005,0.0,0.0,0.0,8,0.0,0.0,51581811.57000001,0.6176019469438137
ESCVICCROS,63032.17,0.0,0.0,0.0,4,0.0,0.0,51644843.74000001,0.6183566468996162
PATSHIBV,62908.04000000001,2108.8,12275.3,0.0,7,-82.8,0.0,51707751.78000001,0.6191098606158443
IRVJOH,62582.72,0.0,0.0,0.0,7,0.0,0.0,51770334.50000001,0.6198591791942465
BAPBENNR,62559.72,5863.92,12843.81,368.0,8,-54.3,6.28,51832894.220000006,0.6206082223878889
GRUJOE,62382.26,0.0,0.0,0.0,7,0.0,0.0,51895276.480000004,0.6213551408085123
GUDCHR,62111.840000000004,0.0,228.23000000000002,0.0,7,-100.0,0.0,51957388.32000001,0.6220988214227576
HARRAC,62019.55,0.0,0.0,0.0,6,0.0,0.0,52019407.870000005,0.6228413970257218
LEMEDW,61195.54,0.0,0.0,0.0,9,0.0,0.0,52080603.410000004,0.6235741065506091
LAWSTE,60927.18,0.0,8583.02,0.0,8,-100.0,0.0,52141530.59,0.6243036029340141
LODPETYOR,60831.39,0.0,0.0,0.0,8,0.0,0.0,52202361.980000004,0.6250319523997616
BADATT,60740.35,0.0,0.0,0.0,7,0.0,0.0,52263102.330000006,0.6257592118207911
MEYTHODS,60530.55,0.0,0.0,0.0,8,0.0,0.0,52323632.88,0.6264839592538828
LINVIN,60438.32,1933.91,7615.92,0.0,8,-74.6,0.0,52384071.2,0.6272076023940885
VOGAAR,60426.95,0.0,0.0,0.0,8,0.0,0.0,52444498.150000006,0.627931109398437
VYAHARMO,60235.53,0.0,9143.93,0.0,7,-100.0,0.0,52504733.68000001,0.6286523244831904
MARANTMD,60224.229999999996,0.0,0.0,0.0,8,0.0,0.0,52564957.910000004,0.629373404270214
NICJEF,60099.36,14152.98,44113.89,971.99,7,-67.9,6.87,52625057.27,0.630092988957458
WEITHO,60030.14,2670.88,377.99,504.98,8,606.6,18.91,52685087.410000004,0.6308117448563081
KOSFAY,59781.67,99.99,0.0,0.0,8,0.0,0.0,52744869.080000006,0.6315275257616269
MCBGRE,59721.09,0.0,387.23,0.0,5,-100.0,0.0,52804590.17000001,0.6322425813274353
HARRACHUN,59342.37,0.0,0.0,0.0,6,0.0,0.0,52863932.54000001,0.6329531023838453
PATBIN,59288.78,208.99,130.0,0.0,7,60.8,0.0,52923221.32000001,0.6336629817937653
PATAME,59202.840000000004,5649.42,10410.02,0.0,7,-45.7,0.0,52982424.16000001,0.6343718322225447
SOOANUHE,59195.3,12298.39,25146.88,1227.8799999999999,8,-51.1,9.98,53041619.46000001,0.6350805923730157
HASJOS,58963.03,0.0,0.0,0.0,7,0.0,0.0,53100582.49000001,0.6357865714966121
KLEJAM,58828.619999999995,0.0,0.0,0.0,4,0.0,0.0,53159411.11000001,0.6364909412956199
DAMRAY,58770.07,0.0,0.0,0.0,8,0.0,0.0,53218181.18000001,0.6371946100608157
FUTGEO,58744.31,0.0,0.0,0.0,8,0.0,0.0,53276925.49000001,0.6378979703950808
FAUJOH,58660.33,0.0,0.0,0.0,5,0.0,0.0,53335585.82000001,0.6386003252157757
RYAMICTP,58642.34,0.0,0.0,0.0,6,0.0,0.0,53394228.16000001,0.6393024646376956
PARKRURO,58611.16,0.0,15592.42,0.0,7,-100.0,0.0,53452839.32000001,0.6400042307336674
SPIKIM,58604.72,0.0,0.0,0.0,8,0.0,0.0,53511444.04000001,0.6407059197219066
SULKHAFL,58453.31,18725.0,39728.31,504.0,9,-52.9,2.69,53569897.35000001,0.6414057958403
ELMSAM,58400.15,0.0,0.0,0.0,6,0.0,0.0,53628297.50000001,0.6421050354607011
DELDAV,58372.39,1896.8300000000002,6975.67,0.0,4,-72.8,0.0,53686669.89000001,0.6428039427036707
BARMEEAR,58102.21,0.0,0.0,0.0,5,0.0,0.0,53744772.10000001,0.6434996150138423
DOUJASVA,57747.82,8228.54,17476.37,512.94,6,-52.9,6.23,53802519.92000001,0.6441910441237982
GARLAR,57288.770000000004,0.0,0.0,0.0,8,0.0,0.0,53859808.69000001,0.6448769769131498
PERMIC,57094.38,0.0,0.0,0.0,8,0.0,0.0,53916903.070000015,0.6455605822223527
DABHAZMAN,56932.29,1379.8600000000001,2473.01,0.0,6,-44.2,0.0,53973835.360000014,0.6462422467873952
DARDAV,56886.75,0.0,0.0,0.0,9,0.0,0.0,54030722.110000014,0.6469233660906137
SLAMICDYE,56776.46,1221.96,4695.91,0.0,8,-74.0,0.0,54087498.570000015,0.6476031648640436
GARLIN,56766.090000000004,2012.1200000000001,5032.34,0.0,6,-60.0,0.0,54144264.66000002,0.6482828394748666
PAPAMI,56751.17,4380.22,8744.72,0.0,6,-49.9,0.0,54201015.83000002,0.6489623354447935
FALROB,56693.44,0.0,0.0,0.0,8,0.0,0.0,54257709.27000002,0.6496411401989737
TARJOA,56627.07,0.0,0.0,0.0,8,0.0,0.0,54314336.34000002,0.6503191502885236
CARMAR,56531.99,0.0,0.0,0.0,7,0.0,0.0,54370868.33000002,0.6509960219614238
CHAROBWR,56179.49,0.0,0.0,0.0,7,0.0,0.0,54427047.82000002,0.6516686730635517
QAHLENPLA,56172.17,0.0,0.0,0.0,8,0.0,0.0,54483219.990000024,0.6523412365214865
PAPATH,56068.29,0.0,6665.629999999999,0.0,8,-100.0,0.0,54539288.28000002,0.6530125561981678
PARCAR,55897.75,1498.0,5504.96,0.0,7,-72.8,0.0,54595186.03000002,0.6536818339567229
CAHJAMIN,55754.02,0.0,0.0,0.0,6,0.0,0.0,54650940.05000003,0.6543493907999953
GUZCHE,55711.31,0.0,0.0,0.0,8,0.0,0.0,54706651.36000003,0.6550164362657425
QUEFARNV,55655.08,0.0,0.0,0.0,8,0.0,0.0,54762306.44000003,0.6556828084756186
MANJON,55442.7,0.0,0.0,0.0,7,0.0,0.0,54817749.14000003,0.6563466378065709
INGDAV,55373.770000000004,0.0,0.0,0.0,8,0.0,0.0,54873122.91000003,0.657009641821372
NORIRS,55136.62,0.0,593.09,0.0,8,-100.0,0.0,54928259.53000003,0.6576698063798363
THADEVJOL,55130.97,718.95,3530.91,0.0,9,-79.6,0.0,54983390.50000003,0.6583299032894357
BREKEV,54976.54,0.0,3029.05,0.0,8,-100.0,0.0,55038367.04000003,0.6589881511699732
KASMICBR,54866.69,0.0,0.0,0.0,8,0.0,0.0,55093233.73000003,0.6596450837889523
HANEMIMUN,54677.369999999995,1936.95,28501.61,1178.98,7,-93.2,60.87,55147911.100000024,0.6602997496321621
MENMAR,54616.58,490.33000000000004,857.07,0.0,8,-42.8,0.0,55202527.68000002,0.660953687621479
VYAHAR,54119.69,0.0,7038.14,0.0,7,-100.0,0.0,55256647.37000002,0.6616016762223957
GRAVICHIN,54075.84,0.0,0.0,0.0,7,0.0,0.0,55310723.21000002,0.6622491397962817
BOGMIC,53806.95,0.0,0.0,0.0,6,0.0,0.0,55364530.160000026,0.6628933838828628
SEFDAV,53750.19,2996.99,16337.9,0.0,7,-81.7,0.0,55418280.350000024,0.66353694836775
ULRRIC,53619.99,0.0,0.0,0.0,6,0.0,0.0,55471900.340000026,0.6641789539354329
MILNAT,53516.25,0.0,0.0,0.0,8,0.0,0.0,55525416.590000026,0.6648197173981174
CANJOH,53409.11,0.0,228.23000000000002,0.0,8,-100.0,0.0,55578825.700000025,0.665459198046752
CHUMAN,53113.68,7554.76,23109.65,166.0,7,-67.3,2.2,55631939.380000025,0.6660951414380157
RUTIVE1,53039.79,0.0,0.0,0.0,6,0.0,0.0,55684979.170000024,0.6667302001258061
CASJIL,52992.31,0.0,0.0,0.0,6,0.0,0.0,55737971.48000003,0.6673646903236665
SYLCOLBL,52979.94,9607.09,24752.08,222.97,7,-61.2,2.32,55790951.420000024,0.6679990324124193
ORNJOSCP,52953.12,0.0,0.0,0.0,8,0.0,0.0,55843904.54000002,0.6686330533785958
MASJOH,52770.97,1322.89,2356.79,629.95,7,-43.9,47.62,55896675.51000002,0.6692648934172087
JOYTHOCHI,52537.24,0.0,0.0,0.0,6,0.0,0.0,55949212.75000002,0.6698939349480015
PATLEE,52501.68,1848.96,21977.07,195.0,7,-91.6,10.55,56001714.43000002,0.6705225507100093
ODOKAR,52364.55,0.0,0.0,0.0,8,0.0,0.0,56054078.98000002,0.6711495245801873
FORCHI,52144.009999999995,0.0,0.0,0.0,8,0.0,0.0,56106222.99000002,0.6717738578697181
YOUSANRW,51514.7,0.0,0.0,0.0,8,0.0,0.0,56157737.69000002,0.6723906562730284
PAMPAU,51395.99,11891.99,21512.0,0.0,4,-44.7,0.0,56209133.68000002,0.6730060333317816
LAUKAT,51016.56,0.0,0.0,0.0,8,0.0,0.0,56260150.240000024,0.6736168673801286
BLAMAT,50777.11,0.0,2536.99,0.0,7,-100.0,0.0,56310927.350000024,0.674224834433663
KOZJOHOL,50717.88,0.0,0.0,0.0,8,0.0,0.0,56361645.23000003,0.6748320923115753
WYLDUS,50687.68,7973.2,2855.0,0.0,4,179.3,0.0,56412332.910000026,0.6754389885973248
COLKEV,50591.81,0.0,0.0,0.0,6,0.0,0.0,56462924.72000003,0.6760447370075567
MELALL,50554.24,0.0,0.0,0.0,8,0.0,0.0,56513478.96000003,0.6766500355827705
IWAAGG,50445.09,9933.89,15564.9,908.99,7,-36.2,9.15,56563924.050000034,0.6772540272777011
MURKAR,50367.98,0.0,0.0,0.0,7,0.0,0.0,56614292.03000003,0.677857095715292
AHMSAN,50173.880000000005,12441.62,27873.45,0.0,8,-55.4,0.0,56664465.91000003,0.6784578401449768
MCNJOHLZ,50123.68,875.45,3874.8100000000004,0.0,8,-77.4,0.0,56714589.59000003,0.6790579835174905
PETDAV,49851.91,0.0,0.0,0.0,7,0.0,0.0,56764441.50000003,0.6796548729197381
BACKAT,49813.97,1607.89,4198.16,119.99000000000001,8,-61.7,7.46,56814255.47000003,0.6802513080568648
SCHFRE,49783.73,0.0,0.0,0.0,7,0.0,0.0,56864039.200000025,0.680847381122899
SINJAS,49630.1,119.99,1024.99,1333.91,7,-88.3,1111.68,56913669.30000003,0.6814416147384714
BROTHO,49331.68,0.0,583.96,0.0,8,-100.0,0.0,56963000.98000003,0.6820322752966541
MOHSHA,49242.82,0.0,400.0,0.0,8,-100.0,0.0,57012243.80000003,0.6826218719118046
LOPEST,49050.17,3323.51,7151.76,580.99,5,-53.5,17.48,57061293.97000003,0.683209161880262
BREKEVEL,49044.86,5360.0,13893.32,0.0,5,-61.4,0.0,57110338.83000003,0.6837963882707598
PARISH,48737.81,0.0,0.0,0.0,8,0.0,0.0,57159076.64000003,0.6843799382747168
TADSIM,48695.44,23889.61,24805.83,2301.97,7,-3.7,9.64,57207772.08000003,0.6849629809720534
DDT,48625.14,0.0,344.0,0.0,1,-100.0,0.0,57256397.22000003,0.6855451819498858
KAPSCO,48567.65,0.0,0.0,0.0,9,0.0,0.0,57304964.87000003,0.6861266945855515
LAWLAN,48441.22,0.0,1119.99,0.0,8,-100.0,0.0,57353406.090000026,0.6867066934431669
WELJEF,47807.63,0.0,0.0,0.0,8,0.0,0.0,57401213.72000003,0.68727910616905
BREWIL,47641.420000000006,463.95000000000005,1409.8500000000001,0.0,7,-67.1,0.0,57448855.14000003,0.687849528820981
GEOCHR,47618.950000000004,702.21,3658.21,0.0,8,-80.8,0.0,57496474.09000003,0.6884196824339752
KOWKARDG,47587.35,201.49,2020.7,194.5,8,-90.0,96.53,57544061.440000035,0.6889894576922563
KAKMON,47520.97,1868.3600000000001,4937.38,569.47,9,-62.2,30.48,57591582.41000003,0.6895584381661745
STAMAR,47504.89,0.0,0.0,0.0,7,0.0,0.0,57639087.300000034,0.6901272261102259
CICBRY,47356.78,0.0,256.83000000000004,0.0,8,-100.0,0.0,57686444.080000035,0.690694240696158
DELMARNAP,47070.92,0.0,0.0,0.0,7,0.0,0.0,57733515.00000004,0.6912578326087256
CAPPAU,47004.08,0.0,0.0,0.0,8,0.0,0.0,57780519.080000035,0.6918206242292353
COLMAG,46999.22,0.0,975.65,0.0,7,-100.0,0.0,57827518.300000034,0.6923833576597478
TARNAT,46948.25,0.0,0.0,0.0,3,0.0,0.0,57874466.550000034,0.6929454808136866
YOUEHAALL,46856.01,0.0,0.0,0.0,7,0.0,0.0,57921322.56000003,0.6935064995550069
LEEJON,46678.44,0.0,0.0,0.0,7,0.0,0.0,57968001.00000003,0.6940653922062503
EARWIL,46591.51,470.94000000000005,7565.849999999999,0.0,8,-93.8,0.0,58014592.51000003,0.6946232440228349
SHESAB,46349.450000000004,4082.89,8820.28,1761.22,7,-53.7,43.14,58060941.96000003,0.6951781975944235
BAUBRY,46005.869999999995,0.0,0.0,0.0,7,0.0,0.0,58106947.83000003,0.6957290373966333
MOTFAR,45957.46,0.0,16165.96,0.0,7,-100.0,0.0,58152905.29000003,0.6962792975737904
